time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,eval/success_rate,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/actor_loss
292,55,265,50.0,-49.5,0.01,14600,,,,4599,0.0009951336666666668,0.18247979879379272,-10.832773208618164,0.013292349874973297,4.671505451202393
293,55,266,50.0,-49.5,0.01,14650,,,,4649,0.000995117,0.1399952620267868,-9.781725883483887,0.012769760563969612,5.07050895690918
294,55,266,50.0,-49.5,0.01,14700,,,,4699,0.0009951003333333334,0.13493523001670837,-8.594063758850098,0.012267864309251308,4.838308811187744
295,55,267,50.0,-49.5,0.01,14750,,,,4749,0.0009950836666666667,0.1627868115901947,-7.549098968505859,0.011773169040679932,5.07326602935791
296,55,268,50.0,-49.5,0.01,14800,,,,4799,0.000995067,0.2410716712474823,-9.63840103149414,0.011292286217212677,4.996541500091553
297,55,269,50.0,-49.5,0.01,14850,,,,4849,0.0009950503333333333,0.24891126155853271,-9.666767120361328,0.010837409645318985,5.067073822021484
298,55,269,50.0,-49.5,0.01,14900,,,,4899,0.0009950336666666667,0.13170108199119568,-8.767032623291016,0.010383712127804756,5.177497863769531
299,55,270,50.0,-49.5,0.01,14950,,,,4949,0.0009950170000000002,0.13703548908233643,-8.929849624633789,0.009998263791203499,5.032009124755859
,,,,,,15000,0.0,50.0,-50.0,4999,0.0009950003333333334,0.12475573271512985,-8.279751777648926,0.00961783155798912,5.145566463470459
300,46,320,50.0,-49.5,0.01,15000,,,,,,,,,
301,46,321,50.0,-49.5,0.01,15050,,,,5049,0.0009949836666666668,0.2961147725582123,-9.119677543640137,0.009215752594172955,5.075628280639648
302,46,322,50.0,-49.5,0.01,15100,,,,5099,0.000994967,0.1336473971605301,-8.476268768310547,0.008830402046442032,5.016552925109863
303,46,322,50.0,-49.5,0.01,15150,,,,5149,0.0009949503333333335,0.17101727426052094,-5.197333335876465,0.00848294049501419,5.24946928024292
304,46,323,50.0,-49.5,0.01,15200,,,,5199,0.0009949336666666667,0.14327865839004517,-10.012713432312012,0.008166265673935413,4.741386890411377
305,47,324,50.0,-49.5,0.01,15250,,,,5249,0.0009949170000000001,0.14402055740356445,-5.586544036865234,0.007850324735045433,5.286739349365234
306,47,325,50.0,-49.5,0.01,15300,,,,5299,0.0009949003333333333,0.08033819496631622,-9.340644836425781,0.007566511165350676,5.263401508331299
307,47,325,50.0,-49.5,0.01,15350,,,,5349,0.0009948836666666668,0.1914139837026596,-8.875395774841309,0.007309377193450928,5.419424533843994
308,47,326,50.0,-49.5,0.01,15400,,,,5399,0.000994867,0.1490359902381897,-7.506134510040283,0.007037458475679159,4.993774890899658
309,47,327,50.0,-49.5,0.01,15450,,,,5449,0.0009948503333333334,0.0918479636311531,-9.567856788635254,0.0067791203036904335,4.843425750732422
310,47,328,50.0,-49.5,0.01,15500,,,,5499,0.0009948336666666666,0.1604193150997162,-8.726581573486328,0.006554445717483759,5.118688583374023
311,47,329,50.0,-49.5,0.01,15550,,,,5549,0.000994817,0.11456935852766037,-6.299592018127441,0.006326188333332539,5.319285869598389
312,47,329,50.0,-49.5,0.01,15600,,,,5599,0.0009948003333333333,0.10847006738185883,-8.803373336791992,0.006112928967922926,4.902694225311279
313,47,330,50.0,-49.5,0.01,15650,,,,5649,0.0009947836666666667,0.1065300926566124,-8.62889575958252,0.005886067636311054,5.056100845336914
314,47,331,50.0,-49.5,0.01,15700,,,,5699,0.000994767,0.18191155791282654,-5.621203422546387,0.0056769163347780704,5.26373291015625
315,47,332,50.0,-49.5,0.01,15750,,,,5749,0.0009947503333333333,0.10865537822246552,-6.292477607727051,0.005516876000910997,5.0705647468566895
316,47,333,50.0,-49.5,0.01,15800,,,,5799,0.0009947336666666666,0.12740309536457062,-7.0116658210754395,0.0053407130762934685,4.721428871154785
317,47,333,50.0,-49.5,0.01,15850,,,,5849,0.000994717,0.14827248454093933,-7.244867324829102,0.005158822517842054,5.294790267944336
318,47,334,50.0,-49.5,0.01,15900,,,,5899,0.0009947003333333332,0.11176257580518723,-7.696228504180908,0.00498498510569334,4.756190299987793
319,47,335,50.0,-49.5,0.01,15950,,,,5949,0.0009946836666666666,0.3928305506706238,-6.536471366882324,0.004819709807634354,5.190547943115234
320,47,336,50.0,-49.5,0.01,16000,,,,5999,0.000994667,0.14433607459068298,-11.000425338745117,0.004630525596439838,5.002883434295654
321,47,337,50.0,-49.5,0.01,16050,,,,6049,0.0009946503333333333,0.24112986028194427,-8.181413650512695,0.004443946294486523,5.008520126342773
322,47,337,50.0,-49.5,0.01,16100,,,,6099,0.0009946336666666667,0.15541160106658936,-7.33491849899292,0.004301337990909815,4.820984840393066
323,47,338,50.0,-49.5,0.01,16150,,,,6149,0.000994617,0.14218783378601074,-1.1648054122924805,0.004205672536045313,5.26514196395874
324,47,339,50.0,-49.5,0.01,16200,,,,6199,0.0009946003333333334,0.13528266549110413,-7.075901508331299,0.004114329349249601,4.769791126251221
325,47,340,50.0,-49.5,0.01,16250,,,,6249,0.0009945836666666666,0.06916037946939468,-5.062816619873047,0.003972603008151054,4.89291524887085
326,47,341,50.0,-49.5,0.01,16300,,,,6299,0.000994567,0.17194902896881104,-3.986992120742798,0.0038700192235410213,5.221604347229004
327,47,341,50.0,-49.5,0.01,16350,,,,6349,0.0009945503333333332,0.2908172011375427,-6.952420711517334,0.0037844032049179077,5.066291332244873
328,47,342,50.0,-49.5,0.01,16400,,,,6399,0.0009945336666666667,0.1821219027042389,-1.6084449291229248,0.003689211094751954,5.5638957023620605
329,47,343,50.0,-49.5,0.01,16450,,,,6449,0.000994517,0.3619159460067749,-7.269405841827393,0.0035884175449609756,4.873160362243652
330,47,344,50.0,-49.5,0.01,16500,,,,6499,0.0009945003333333333,0.13086414337158203,-5.809032440185547,0.003481182735413313,5.172348976135254
331,47,345,50.0,-49.5,0.01,16550,,,,6549,0.0009944836666666667,0.13052406907081604,-3.3029489517211914,0.0033808790612965822,5.173403263092041
332,47,345,50.0,-49.5,0.01,16600,,,,6599,0.000994467,0.08293399214744568,-1.0323097705841064,0.0033311289735138416,5.08572244644165
333,48,346,50.0,-49.5,0.01,16650,,,,6649,0.0009944503333333334,0.14977069199085236,-6.452144145965576,0.0032507486175745726,4.737229347229004
334,48,347,50.0,-49.5,0.01,16700,,,,6699,0.0009944336666666666,0.08346463739871979,-5.735292434692383,0.003152696415781975,5.035794734954834
335,48,348,50.0,-49.5,0.01,16750,,,,6749,0.000994417,0.13118277490139008,-7.008573532104492,0.0030590160749852657,5.112176418304443
336,48,349,50.0,-49.5,0.01,16800,,,,6799,0.0009944003333333333,0.19114384055137634,-6.064205169677734,0.0029760575853288174,5.07016134262085
337,48,349,50.0,-49.5,0.01,16850,,,,6849,0.0009943836666666667,0.06468180567026138,-3.3299784660339355,0.002931225812062621,4.806155681610107
338,48,350,50.0,-49.5,0.01,16900,,,,6899,0.0009943670000000001,0.12349407374858856,-5.525981426239014,0.0028677310328930616,4.720981597900391
339,48,351,50.0,-49.5,0.01,16950,,,,6949,0.0009943503333333333,0.08041664958000183,-3.212897539138794,0.0027918200939893723,4.877095699310303
340,48,352,50.0,-49.5,0.01,17000,,,,6999,0.0009943336666666668,0.06817297637462616,-2.4938642978668213,0.002761555602774024,5.020973205566406
341,48,353,50.0,-49.5,0.01,17050,,,,7049,0.000994317,0.10016442835330963,-4.04011869430542,0.00270964577794075,4.9716315269470215
342,48,353,50.0,-49.5,0.01,17100,,,,7099,0.0009943003333333334,0.25261935591697693,-6.041319847106934,0.002638888545334339,4.971721649169922
343,48,354,50.0,-49.5,0.01,17150,,,,7149,0.0009942836666666666,0.1640201359987259,-3.6109158992767334,0.002571078250184655,4.7026143074035645
344,48,355,50.0,-49.5,0.01,17200,,,,7199,0.000994267,0.0652102530002594,-4.842297077178955,0.0025108749978244305,4.959421157836914
345,48,356,50.0,-49.5,0.01,17250,,,,7249,0.0009942503333333333,0.10139437764883041,4.768607139587402,0.002475143875926733,5.134753704071045
346,48,357,50.0,-49.5,0.01,17300,,,,7299,0.0009942336666666667,0.07077324390411377,-4.241257667541504,0.002473483793437481,4.949030876159668
347,48,357,50.0,-49.5,0.01,17350,,,,7349,0.000994217,0.09980987012386322,-4.8717041015625,0.0024200472980737686,4.955966472625732
348,48,358,50.0,-49.5,0.01,17400,,,,7399,0.0009942003333333334,0.10249055922031403,-2.400941848754883,0.0023691044189035892,4.965556621551514
349,48,359,50.0,-49.5,0.01,17450,,,,7449,0.0009941836666666668,0.16757747530937195,1.1022248268127441,0.0023287686053663492,5.213842391967773
350,48,360,50.0,-49.5,0.01,17500,,,,7499,0.000994167,0.13231046497821808,-3.8094658851623535,0.0022968705743551254,4.9134368896484375
351,48,361,50.0,-49.5,0.01,17550,,,,7549,0.0009941503333333334,0.11981301009654999,-3.6490354537963867,0.0022496748715639114,4.8624701499938965
352,48,361,50.0,-49.5,0.01,17600,,,,7599,0.0009941336666666667,0.07015232741832733,3.9520387649536133,0.0022196497302502394,4.916297435760498
353,48,362,50.0,-49.5,0.01,17650,,,,7649,0.000994117,0.10161502659320831,-2.2180497646331787,0.00224553351290524,4.965888977050781
354,48,363,50.0,-49.5,0.01,17700,,,,7699,0.0009941003333333333,0.07323829084634781,-2.947383403778076,0.002195532200857997,5.155759811401367
355,48,364,50.0,-49.5,0.01,17750,,,,7749,0.0009940836666666667,0.1290092021226883,-4.709022521972656,0.0021463772282004356,5.114164352416992
356,48,365,50.0,-50.0,0.0,17800,,,,7799,0.000994067,0.1116129457950592,-3.864532232284546,0.0021012246143072844,5.144219875335693
357,48,365,50.0,-50.0,0.0,17850,,,,7849,0.0009940503333333334,0.1191120445728302,-4.725342750549316,0.0020526463631540537,4.8361124992370605
358,48,366,50.0,-50.0,0.0,17900,,,,7899,0.0009940336666666668,0.10847313702106476,-3.93725323677063,0.0019977570045739412,4.787304401397705
359,48,367,50.0,-50.0,0.0,17950,,,,7949,0.000994017,0.08376588672399521,1.198447346687317,0.001971266232430935,4.912192344665527
360,48,368,50.0,-50.0,0.0,18000,,,,7999,0.0009940003333333335,0.06262120604515076,-4.4770355224609375,0.0019738406408578157,5.055699825286865
361,48,369,50.0,-50.0,0.0,18050,,,,8049,0.0009939836666666667,0.11611422896385193,4.853974342346191,0.0019367403583601117,4.57470178604126
362,48,369,50.0,-50.0,0.0,18100,,,,8099,0.0009939670000000001,0.06215959042310715,-1.2122337818145752,0.001928876037709415,4.970311641693115
363,48,370,50.0,-50.0,0.0,18150,,,,8149,0.0009939503333333333,0.06429494917392731,-0.6802374720573425,0.0019099918426945806,5.057680606842041
364,48,371,50.0,-50.0,0.0,18200,,,,8199,0.0009939336666666668,0.05340343341231346,-1.866215467453003,0.0018888615304604173,4.775156021118164
365,49,372,50.0,-50.0,0.0,18250,,,,8249,0.000993917,0.07177488505840302,1.0061651468276978,0.001850754488259554,4.875920295715332
366,49,373,50.0,-50.0,0.0,18300,,,,8299,0.0009939003333333334,0.09611956030130386,-1.5701849460601807,0.00183002813719213,4.672852039337158
367,49,373,50.0,-50.0,0.0,18350,,,,8349,0.0009938836666666668,0.066510409116745,2.8360202312469482,0.001834937371313572,4.703194618225098
368,49,374,50.0,-50.0,0.0,18400,,,,8399,0.000993867,0.10786227881908417,-0.4145473837852478,0.0018634768202900887,4.8154988288879395
369,49,375,50.0,-50.0,0.0,18450,,,,8449,0.0009938503333333333,0.0671459436416626,0.674960196018219,0.0018493984825909138,4.998687267303467
370,49,376,50.0,-50.0,0.0,18500,,,,8499,0.0009938336666666667,0.1965804100036621,-0.4994533658027649,0.0018366845324635506,4.891994476318359
371,49,377,50.0,-50.0,0.0,18550,,,,8549,0.000993817,0.0991547554731369,-0.52073734998703,0.001868781284429133,4.727433681488037
372,49,377,50.0,-50.0,0.0,18600,,,,8599,0.0009938003333333334,0.06027103587985039,-1.943403720855713,0.0018701148219406605,4.675003528594971
373,49,378,50.0,-50.0,0.0,18650,,,,8649,0.0009937836666666666,0.15399058163166046,-0.9472578763961792,0.0018367116572335362,4.941038131713867
374,49,379,50.0,-50.0,0.0,18700,,,,8699,0.000993767,0.0728580504655838,0.6552087664604187,0.0018007243052124977,5.1885762214660645
375,49,380,50.0,-50.0,0.0,18750,,,,8749,0.0009937503333333332,0.1344616562128067,1.1903213262557983,0.001769914641045034,4.918497085571289
376,49,381,50.0,-50.0,0.0,18800,,,,8799,0.0009937336666666666,0.057139284908771515,1.502340316772461,0.0017498376546427608,4.926661014556885
377,49,381,50.0,-50.0,0.0,18850,,,,8849,0.000993717,0.08963250368833542,7.058319568634033,0.0017827487317845225,4.843571662902832
378,49,382,50.0,-50.0,0.0,18900,,,,8899,0.0009937003333333333,0.08088237792253494,0.3417368233203888,0.0018410845659673214,4.720040321350098
379,49,383,50.0,-50.0,0.0,18950,,,,8949,0.0009936836666666667,0.14701354503631592,-2.191404104232788,0.0018536335555836558,4.779526710510254
380,49,384,50.0,-50.0,0.0,19000,,,,8999,0.000993667,0.04289298504590988,-2.7851643562316895,0.0018513872055336833,4.680528163909912
381,49,384,50.0,-50.0,0.0,19050,,,,9049,0.0009936503333333334,0.11091753840446472,-2.205941677093506,0.0018007878679782152,4.7190046310424805
382,49,385,50.0,-50.0,0.0,19100,,,,9099,0.0009936336666666666,0.05440409481525421,-1.9919288158416748,0.0017749781254678965,4.840205669403076
383,49,386,50.0,-50.0,0.0,19150,,,,9149,0.000993617,0.1616903841495514,3.312546730041504,0.0017903432017192245,5.055295944213867
384,49,387,50.0,-50.0,0.0,19200,,,,9199,0.0009936003333333332,0.1438821703195572,-0.6521525979042053,0.0018277398776262999,5.094098091125488
385,49,388,50.0,-50.0,0.0,19250,,,,9249,0.0009935836666666667,0.13199472427368164,0.45169544219970703,0.0018364095594733953,4.865090847015381
386,49,388,50.0,-50.0,0.0,19300,,,,9299,0.000993567,0.0658934935927391,-3.3170175552368164,0.0018393611535429955,4.891016960144043
387,49,389,50.0,-50.0,0.0,19350,,,,9349,0.0009935503333333333,0.13165012001991272,-0.3791993260383606,0.0018306958954781294,4.801046848297119
388,49,390,50.0,-50.0,0.0,19400,,,,9399,0.0009935336666666668,0.10819834470748901,1.4246163368225098,0.0018253239104524255,4.9117937088012695
389,49,391,50.0,-50.0,0.0,19450,,,,9449,0.000993517,0.041437290608882904,-2.4284510612487793,0.0017784583615139127,5.0131516456604
390,49,392,50.0,-50.0,0.0,19500,,,,9499,0.0009935003333333334,0.1000356376171112,-0.30602359771728516,0.001745153102092445,4.962185859680176
391,49,392,50.0,-50.0,0.0,19550,,,,9549,0.0009934836666666666,0.11607755720615387,1.6296358108520508,0.001719350810162723,4.895583629608154
392,49,393,50.0,-50.0,0.0,19600,,,,9599,0.000993467,0.1112072616815567,0.486647367477417,0.0016910603735595942,5.03926944732666
393,49,394,50.0,-50.0,0.0,19650,,,,9649,0.0009934503333333333,0.10686622560024261,1.365232229232788,0.0017011755844578147,4.851141929626465
394,49,395,50.0,-50.0,0.0,19700,,,,9699,0.0009934336666666667,0.21126922965049744,-2.2990715503692627,0.0017137799877673388,4.813246250152588
395,49,395,50.0,-50.0,0.0,19750,,,,9749,0.000993417,0.16124486923217773,2.942902088165283,0.001740667736157775,4.674338340759277
396,49,396,50.0,-50.0,0.0,19800,,,,9799,0.0009934003333333333,0.10261964052915573,0.3356454372406006,0.0017510730540379882,5.019168376922607
397,49,397,50.0,-50.0,0.0,19850,,,,9849,0.0009933836666666668,0.06098509952425957,0.3187553286552429,0.0017548411851748824,4.810244560241699
398,49,398,50.0,-50.0,0.0,19900,,,,9899,0.000993367,0.09395744651556015,3.6173255443573,0.0017798515036702156,5.042860507965088
399,49,399,50.0,-50.0,0.0,19950,,,,9949,0.0009933503333333334,0.1363491714000702,-2.6115026473999023,0.0017618992133066058,4.9984941482543945
,,,,,,20000,0.0,50.0,-50.0,9999,0.0009933336666666666,0.10482975840568542,0.4017197787761688,0.001716266036964953,4.851628303527832
400,44,448,50.0,-50.0,0.0,20000,,,,,,,,,
401,44,449,50.0,-50.0,0.0,20050,,,,10049,0.000993317,0.2078305035829544,-0.23693862557411194,0.0017579046543687582,4.958430290222168
402,44,450,50.0,-50.0,0.0,20100,,,,10099,0.0009933003333333333,0.14764919877052307,-0.6406680345535278,0.001787253888323903,4.991673469543457
403,44,451,50.0,-50.0,0.0,20150,,,,10149,0.0009932836666666667,0.0453026108443737,0.5608870983123779,0.001831227564252913,4.94434928894043
404,44,452,50.0,-50.0,0.0,20200,,,,10199,0.000993267,0.06844398379325867,-3.2491650581359863,0.0017779996851459146,4.982241630554199
405,44,452,50.0,-50.0,0.0,20250,,,,10249,0.0009932503333333334,0.08643676340579987,-0.24771469831466675,0.001717246719636023,4.8652849197387695
406,44,453,50.0,-50.0,0.0,20300,,,,10299,0.0009932336666666668,0.10011743009090424,-3.273498058319092,0.0017271125689148903,4.672791004180908
407,44,454,50.0,-50.0,0.0,20350,,,,10349,0.000993217,0.08600341528654099,4.69204044342041,0.0017655660631135106,5.115623950958252
408,44,455,50.0,-50.0,0.0,20400,,,,10399,0.0009932003333333334,0.0977371335029602,-2.284262180328369,0.0017189433565363288,5.055963516235352
409,44,455,50.0,-50.0,0.0,20450,,,,10449,0.0009931836666666667,0.0668964758515358,-0.21841412782669067,0.0016264705918729305,5.055047512054443
410,44,456,50.0,-50.0,0.0,20500,,,,10499,0.000993167,0.14204058051109314,1.0355995893478394,0.0016077677719295025,4.971864700317383
411,44,457,50.0,-50.0,0.0,20550,,,,10549,0.0009931503333333333,0.05656076967716217,3.1747548580169678,0.0016396564897149801,4.7080278396606445
412,44,458,50.0,-50.0,0.0,20600,,,,10599,0.0009931336666666667,0.07973114401102066,-0.003552556037902832,0.0016966041876003146,4.928564548492432
413,44,459,50.0,-50.0,0.0,20650,,,,10649,0.000993117,0.06917715072631836,-1.8099037408828735,0.0016643967246636748,4.709727764129639
414,44,460,50.0,-50.0,0.0,20700,,,,10699,0.0009931003333333334,0.0848073959350586,0.2117978036403656,0.0016457355814054608,4.749587059020996
415,45,460,50.0,-50.0,0.0,20750,,,,10749,0.0009930836666666668,0.06058623269200325,1.5437030792236328,0.001666357391513884,4.753166675567627
416,45,461,50.0,-50.0,0.0,20800,,,,10799,0.000993067,0.07701937854290009,3.5751733779907227,0.0016870566178113222,4.693141937255859
417,45,462,50.0,-50.0,0.0,20850,,,,10849,0.0009930503333333335,0.08219766616821289,1.1332958936691284,0.0016886952798813581,4.960947036743164
418,45,463,50.0,-50.0,0.0,20900,,,,10899,0.0009930336666666667,0.06170708313584328,-2.693039894104004,0.0016455402364954352,4.643333435058594
419,45,463,50.0,-50.0,0.0,20950,,,,10949,0.0009930170000000001,0.08445180207490921,-0.7444298267364502,0.0016266816528514028,4.726344585418701
420,45,464,50.0,-50.0,0.0,21000,,,,10999,0.0009930003333333333,0.038635797798633575,4.489020824432373,0.0016639070818200707,4.670893669128418
421,45,465,50.0,-50.0,0.0,21050,,,,11049,0.0009929836666666668,0.10684427618980408,-0.7934462428092957,0.0016956491163000464,4.648429870605469
422,45,466,50.0,-50.0,0.0,21100,,,,11099,0.000992967,0.07448539137840271,3.2001471519470215,0.0017662690952420235,4.943284034729004
423,45,467,50.0,-50.0,0.0,21150,,,,11149,0.0009929503333333334,0.09829294681549072,-2.7105774879455566,0.0017403506208211184,4.809842586517334
424,45,467,50.0,-50.0,0.0,21200,,,,11199,0.0009929336666666666,0.06512142717838287,-0.2646350860595703,0.0017137964023277164,4.677293300628662
425,45,468,50.0,-50.0,0.0,21250,,,,11249,0.000992917,0.038712985813617706,-3.6836295127868652,0.0017433174652978778,4.844440460205078
426,45,469,50.0,-50.0,0.0,21300,,,,11299,0.0009929003333333335,0.0711778849363327,-1.0764832496643066,0.0017123969737440348,4.7446370124816895
427,45,470,50.0,-50.0,0.0,21350,,,,11349,0.0009928836666666667,0.061548493802547455,-0.6700583696365356,0.0016904637450352311,4.707514762878418
428,45,470,50.0,-50.0,0.0,21400,,,,11399,0.0009928670000000001,0.08277624100446701,-3.0072970390319824,0.001698263455182314,4.585860729217529
429,45,471,50.0,-50.0,0.0,21450,,,,11449,0.0009928503333333334,0.054753776639699936,-1.2495309114456177,0.0016802310710772872,5.024056911468506
430,45,472,50.0,-50.0,0.0,21500,,,,11499,0.0009928336666666666,0.0528186559677124,-1.6820069551467896,0.0016730843344703317,4.801902770996094
431,45,473,50.0,-50.0,0.0,21550,,,,11549,0.000992817,0.08231299370527267,1.5182359218597412,0.0016885914374142885,4.7603302001953125
432,45,474,50.0,-50.0,0.0,21600,,,,11599,0.0009928003333333332,0.10816165804862976,-0.7413408756256104,0.0017169708153232932,4.610109806060791
433,45,474,50.0,-50.0,0.0,21650,,,,11649,0.0009927836666666667,0.06889882683753967,-3.8396060466766357,0.0017424299148842692,4.750243663787842
434,45,475,50.0,-50.0,0.0,21700,,,,11699,0.0009927669999999999,0.07645626366138458,-0.7841042280197144,0.0017119594849646091,4.786357879638672
435,45,476,50.0,-50.0,0.0,21750,,,,11749,0.0009927503333333333,0.08045202493667603,14.182708740234375,0.0016971018631011248,4.646140098571777
436,45,477,50.0,-50.0,0.0,21800,,,,11799,0.0009927336666666667,0.13286110758781433,-0.17919543385505676,0.0019311871146783233,4.789727210998535
437,45,478,50.0,-50.0,0.0,21850,,,,11849,0.000992717,0.045868732035160065,-2.3776168823242188,0.001901731826364994,4.543214797973633
438,45,478,50.0,-50.0,0.0,21900,,,,11899,0.0009927003333333334,0.14018620550632477,-5.871500015258789,0.0018602177733555436,4.932241916656494
439,45,479,50.0,-50.0,0.0,21950,,,,11949,0.0009926836666666666,0.06313804537057877,-7.918271541595459,0.0017384778475388885,4.6191935539245605
440,45,480,50.0,-50.0,0.0,22000,,,,11999,0.000992667,0.10394036769866943,-0.8948426246643066,0.0016356364358216524,4.887476921081543
441,45,481,50.0,-50.0,0.0,22050,,,,12049,0.0009926503333333332,0.06610572338104248,-2.837195634841919,0.0016017296584323049,4.677639484405518
442,45,482,50.0,-50.0,0.0,22100,,,,12099,0.0009926336666666667,0.06184913218021393,1.0410470962524414,0.0015875727403908968,4.813328742980957
443,45,482,50.0,-50.0,0.0,22150,,,,12149,0.000992617,0.07875120639801025,1.3800048828125,0.0016738057602196932,4.876502990722656
444,45,483,50.0,-50.0,0.0,22200,,,,12199,0.0009926003333333333,0.06056078523397446,0.8636966943740845,0.0017042008694261312,4.731789588928223
445,45,484,50.0,-50.0,0.0,22250,,,,12249,0.0009925836666666668,0.08834261447191238,-0.4340658187866211,0.0016975186299532652,5.056466579437256
446,45,485,50.0,-50.0,0.0,22300,,,,12299,0.000992567,0.10168229043483734,-4.14268684387207,0.001683462061919272,4.561146259307861
447,45,485,50.0,-50.0,0.0,22350,,,,12349,0.0009925503333333334,0.29205745458602905,-0.9283155798912048,0.0016527693951502442,4.834280967712402
448,46,486,50.0,-50.0,0.0,22400,,,,12399,0.0009925336666666666,0.13554003834724426,4.9115376472473145,0.0016390420496463776,4.831822395324707
449,46,487,50.0,-50.0,0.0,22450,,,,12449,0.000992517,0.1349211037158966,0.10985398292541504,0.001610909472219646,4.928385257720947
450,46,488,50.0,-50.0,0.0,22500,,,,12499,0.0009925003333333333,0.08658954501152039,0.09398496150970459,0.0015882080188021064,4.730409622192383
451,46,489,50.0,-50.0,0.0,22550,,,,12549,0.0009924836666666667,0.10478284955024719,0.2128930687904358,0.001608996419236064,4.68425178527832
452,46,489,50.0,-50.0,0.0,22600,,,,12599,0.000992467,0.05213383957743645,-3.3897817134857178,0.0016174898482859135,4.825227737426758
453,46,490,50.0,-50.0,0.0,22650,,,,12649,0.0009924503333333333,0.05148100107908249,-0.6226584315299988,0.0015380525728687644,4.471669673919678
454,46,491,50.0,-50.0,0.0,22700,,,,12699,0.0009924336666666668,0.045117635279893875,1.771348476409912,0.0015891147777438164,4.695937633514404
455,46,492,50.0,-50.0,0.0,22750,,,,12749,0.000992417,0.07743358612060547,-1.296042561531067,0.001589505816809833,4.737759590148926
456,46,493,50.0,-50.0,0.0,22800,,,,12799,0.0009924003333333334,0.10973827540874481,-1.2698792219161987,0.0015789256431162357,4.654539108276367
457,46,493,50.0,-50.0,0.0,22850,,,,12849,0.0009923836666666666,0.08139810711145401,-1.5807749032974243,0.0016245553269982338,4.755130290985107
458,46,494,50.0,-50.0,0.0,22900,,,,12899,0.000992367,0.0881623774766922,0.5393500328063965,0.001648495439440012,4.4953083992004395
459,46,495,50.0,-50.0,0.0,22950,,,,12949,0.0009923503333333333,0.06185904145240784,-0.08660948276519775,0.0016701414715498686,4.749924659729004
460,46,496,50.0,-50.0,0.0,23000,,,,12999,0.0009923336666666667,0.040525369346141815,0.589755654335022,0.0016504398081451654,4.614121437072754
461,46,497,50.0,-50.0,0.0,23050,,,,13049,0.000992317,0.09805946797132492,-3.0996644496917725,0.0016202123370021582,4.565919399261475
462,46,497,50.0,-50.0,0.0,23100,,,,13099,0.0009923003333333334,0.04732641577720642,-3.847952365875244,0.0015525599010288715,4.74018669128418
463,46,498,50.0,-50.0,0.0,23150,,,,13149,0.0009922836666666668,0.10902372002601624,0.8960702419281006,0.0014921753900125623,4.852916717529297
464,46,499,50.0,-50.0,0.0,23200,,,,13199,0.000992267,0.07290993630886078,-1.5009925365447998,0.0014514344511553645,4.981730937957764
465,46,500,50.0,-50.0,0.0,23250,,,,13249,0.0009922503333333335,0.0583965927362442,8.196755409240723,0.0014508081367239356,4.7711029052734375
466,46,500,50.0,-50.0,0.0,23300,,,,13299,0.0009922336666666667,0.0889841765165329,-1.172179102897644,0.0014782833168283105,4.674015045166016
467,46,501,50.0,-50.0,0.0,23350,,,,13349,0.000992217,0.10787810385227203,-2.3094677925109863,0.0014199052238836884,4.9490275382995605
468,46,502,50.0,-50.0,0.0,23400,,,,13399,0.0009922003333333333,0.10465939342975616,-1.0050017833709717,0.0013696640962734818,4.988229751586914
469,46,503,50.0,-50.0,0.0,23450,,,,13449,0.0009921836666666667,0.1728689968585968,-1.4305050373077393,0.001392283709719777,4.744040012359619
470,46,504,50.0,-50.0,0.0,23500,,,,13499,0.000992167,0.08887847512960434,-2.486919403076172,0.0013519717613235116,4.863977432250977
471,46,504,50.0,-50.0,0.0,23550,,,,13549,0.0009921503333333334,0.15139195322990417,0.6388876438140869,0.0013418268645182252,4.663308143615723
472,46,505,50.0,-50.0,0.0,23600,,,,13599,0.0009921336666666666,0.09299817681312561,-0.07216215133666992,0.0013491325080394745,4.834775924682617
473,46,506,50.0,-50.0,0.0,23650,,,,13649,0.000992117,0.11600713431835175,0.5406346321105957,0.0013251017080619931,4.705521583557129
474,46,507,50.0,-50.0,0.0,23700,,,,13699,0.0009921003333333335,0.04778676852583885,-0.40093135833740234,0.0013618901139125228,4.538078308105469
475,46,508,50.0,-50.0,0.0,23750,,,,13749,0.0009920836666666667,0.05876541882753372,-0.17371535301208496,0.0013631238834932446,4.686872482299805
476,46,508,50.0,-50.0,0.0,23800,,,,13799,0.0009920670000000001,0.09928485751152039,1.7796368598937988,0.0013702528085559607,4.747973442077637
477,46,509,50.0,-50.0,0.0,23850,,,,13849,0.0009920503333333333,0.055644094944000244,0.07462620735168457,0.0013863261556252837,4.440030097961426
478,46,510,50.0,-50.0,0.0,23900,,,,13899,0.0009920336666666668,0.051827892661094666,1.5476250648498535,0.0014024224365130067,4.643767833709717
479,46,511,50.0,-50.0,0.0,23950,,,,13949,0.000992017,0.07665348052978516,0.39325863122940063,0.0014509458560496569,4.486460208892822
480,46,512,50.0,-50.0,0.0,24000,,,,13999,0.0009920003333333334,0.11961381137371063,-1.0097726583480835,0.0015060092555359006,4.509350299835205
