time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,eval/success_rate,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/actor_loss
481,46,512,50.0,-50.0,0.0,24050,,,,14049,0.0009919836666666666,0.05590000003576279,6.161494255065918,0.001498911646194756,4.566205024719238
482,46,513,50.0,-50.0,0.0,24100,,,,14099,0.000991967,0.09426778554916382,0.27486783266067505,0.001553150825202465,4.626196384429932
483,46,514,50.0,-50.0,0.0,24150,,,,14149,0.0009919503333333335,0.06781178712844849,1.1553764343261719,0.001524929073639214,4.7196149826049805
484,46,515,50.0,-50.0,0.0,24200,,,,14199,0.0009919336666666667,0.0712100937962532,1.2389501333236694,0.001579774310812354,4.900179862976074
485,46,516,50.0,-50.0,0.0,24250,,,,14249,0.0009919170000000001,0.12486905604600906,-2.6381776332855225,0.001552239409647882,4.498730182647705
486,47,516,50.0,-50.0,0.0,24300,,,,14299,0.0009919003333333334,0.04729584977030754,4.770511627197266,0.0014794474700465798,4.58163595199585
487,47,517,50.0,-50.0,0.0,24350,,,,14349,0.0009918836666666668,0.06746053695678711,-1.217589259147644,0.0014366693794727325,4.465280055999756
488,47,518,50.0,-50.0,0.0,24400,,,,14399,0.000991867,0.06750771403312683,1.1680116653442383,0.0014209781074896455,4.792721748352051
489,47,519,50.0,-50.0,0.0,24450,,,,14449,0.0009918503333333332,0.1053793877363205,-0.18651771545410156,0.0013713266234844923,5.004550933837891
490,47,519,50.0,-50.0,0.0,24500,,,,14499,0.0009918336666666667,0.07687901705503464,-3.4518723487854004,0.0013358023716136813,4.678719520568848
491,47,520,50.0,-50.0,0.0,24550,,,,14549,0.0009918169999999999,0.06292615085840225,-1.9258322715759277,0.0013090071734040976,4.587550163269043
492,47,521,50.0,-50.0,0.0,24600,,,,14599,0.0009918003333333333,0.09733428061008453,-0.7070220708847046,0.0013322191080078483,4.657107830047607
493,47,522,50.0,-50.0,0.0,24650,,,,14649,0.0009917836666666667,0.20287373661994934,-2.6461095809936523,0.0013117495691403747,4.918942451477051
494,47,523,50.0,-50.0,0.0,24700,,,,14699,0.000991767,0.09055928885936737,-0.41229426860809326,0.0012816861271858215,4.600522518157959
495,47,523,50.0,-50.0,0.0,24750,,,,14749,0.0009917503333333334,0.12970729172229767,-0.34817516803741455,0.001298022223636508,4.744556427001953
496,47,524,50.0,-50.0,0.0,24800,,,,14799,0.0009917336666666666,0.07022000104188919,-2.247598886489868,0.00129240145906806,4.793402194976807
497,47,525,50.0,-50.0,0.0,24850,,,,14849,0.000991717,0.04246935248374939,-0.2594867944717407,0.0012805260485038161,4.857673645019531
498,47,526,50.0,-50.0,0.0,24900,,,,14899,0.0009917003333333332,0.10022486746311188,1.3056929111480713,0.0013143810210749507,4.7537713050842285
499,47,526,50.0,-50.0,0.0,24950,,,,14949,0.0009916836666666667,0.1823127716779709,-4.300560474395752,0.0013453916180878878,4.70098876953125
,,,,,,25000,0.02,50.0,-49.15,14999,0.000991667,0.1309659779071808,-5.007540702819824,0.0013127800775691867,4.664316177368164
500,43,576,50.0,-50.0,0.0,25000,,,,,,,,,
501,43,577,50.0,-50.0,0.0,25050,,,,15049,0.0009916503333333333,0.22598131000995636,-3.27976131439209,0.001252481946721673,4.6514716148376465
502,43,577,50.0,-50.0,0.0,25100,,,,15099,0.0009916336666666668,0.08403439819812775,-3.506025791168213,0.001212654635310173,4.61984395980835
503,43,578,50.0,-50.0,0.0,25150,,,,15149,0.000991617,0.03767462819814682,-1.527169942855835,0.0011990194907411933,4.657767295837402
504,43,579,50.0,-50.0,0.0,25200,,,,15199,0.0009916003333333334,0.09387213736772537,1.871926188468933,0.0012094745179638267,4.424163818359375
505,43,580,50.0,-50.0,0.0,25250,,,,15249,0.0009915836666666666,0.05962369590997696,4.205437660217285,0.0012914410326629877,4.782650470733643
506,43,580,50.0,-50.0,0.0,25300,,,,15299,0.000991567,0.07379385828971863,-1.8843038082122803,0.0013390656094998121,4.7844624519348145
507,43,581,50.0,-50.0,0.0,25350,,,,15349,0.0009915503333333333,0.052421145141124725,-0.2876666784286499,0.0012925610644742846,4.660871505737305
508,43,582,50.0,-50.0,0.0,25400,,,,15399,0.0009915336666666667,0.1403469741344452,-2.414116621017456,0.0012723924592137337,4.508838176727295
509,43,583,50.0,-50.0,0.0,25450,,,,15449,0.000991517,0.06979453563690186,-1.640756368637085,0.001242367667146027,4.851372241973877
510,43,584,50.0,-50.0,0.0,25500,,,,15499,0.0009915003333333334,0.03481217473745346,-2.589163303375244,0.0012515542330220342,4.708815574645996
511,43,584,50.0,-50.0,0.0,25550,,,,15549,0.0009914836666666666,0.04015416279435158,-0.6337491273880005,0.0012365090660750866,4.742547035217285
512,43,585,50.0,-50.0,0.0,25600,,,,15599,0.000991467,0.10685784369707108,0.20919853448867798,0.001220596139319241,4.555893421173096
513,43,586,50.0,-50.0,0.0,25650,,,,15649,0.0009914503333333334,0.06078968569636345,-0.791256308555603,0.0011950144544243813,4.771286964416504
514,43,587,50.0,-50.0,0.0,25700,,,,15699,0.0009914336666666666,0.05755092203617096,-1.1528024673461914,0.001180330291390419,4.480017185211182
515,43,588,50.0,-50.0,0.0,25750,,,,15749,0.000991417,0.07342320680618286,12.260422706604004,0.0011767796240746975,4.745376110076904
516,43,588,50.0,-50.0,0.0,25800,,,,15799,0.0009914003333333333,0.07371214032173157,-2.809292793273926,0.0013220187975093722,4.629136085510254
517,43,589,50.0,-50.0,0.0,25850,,,,15849,0.0009913836666666667,0.052811071276664734,-3.749448776245117,0.001299097202718258,4.68923807144165
518,43,590,50.0,-50.0,0.0,25900,,,,15899,0.000991367,0.05513666570186615,-0.1354907751083374,0.001251389505341649,4.662619590759277
519,43,591,50.0,-50.0,0.0,25950,,,,15949,0.0009913503333333334,0.08824258297681808,0.24839162826538086,0.001228761626407504,4.79103422164917
520,43,591,50.0,-50.0,0.0,26000,,,,15999,0.0009913336666666666,0.08083243668079376,-0.6222962141036987,0.0012148035457357764,4.6128387451171875
521,43,592,50.0,-50.0,0.0,26050,,,,16049,0.000991317,0.05160129815340042,-1.294331431388855,0.0012297434732317924,4.603884220123291
522,43,593,50.0,-50.0,0.0,26100,,,,16099,0.0009913003333333335,0.05237880349159241,-0.3573981523513794,0.001223814906552434,4.795116901397705
523,43,594,50.0,-50.0,0.0,26150,,,,16149,0.0009912836666666667,0.13977737724781036,-1.1975711584091187,0.0012058339780196548,4.612217426300049
524,44,595,50.0,-50.0,0.0,26200,,,,16199,0.000991267,0.060840509831905365,4.602264404296875,0.0012286744313314557,4.548755168914795
525,44,595,50.0,-50.0,0.0,26250,,,,16249,0.0009912503333333333,0.11320120841264725,4.809429168701172,0.001270325854420662,4.618833541870117
526,44,596,50.0,-50.0,0.0,26300,,,,16299,0.0009912336666666668,0.11804042756557465,-1.139465570449829,0.0012696869671344757,4.689223289489746
527,44,597,50.0,-50.0,0.0,26350,,,,16349,0.000991217,0.4473744332790375,-3.480058193206787,0.0012487840140238404,4.662654399871826
528,44,598,50.0,-50.0,0.0,26400,,,,16399,0.0009912003333333334,0.11320400983095169,-3.047100067138672,0.001202298328280449,4.769400119781494
529,44,599,50.0,-50.0,0.0,26450,,,,16449,0.0009911836666666666,0.1181403174996376,0.025670945644378662,0.0011770641431212425,4.886701583862305
530,44,599,50.0,-50.0,0.0,26500,,,,16499,0.000991167,0.16896024346351624,-4.040367126464844,0.0010902183130383492,4.758203029632568
531,44,600,50.0,-50.0,0.0,26550,,,,16549,0.0009911503333333335,0.0901385247707367,3.432661533355713,0.001061334740370512,4.739872455596924
532,44,601,50.0,-50.0,0.0,26600,,,,16599,0.0009911336666666667,0.1296808421611786,6.6706390380859375,0.0011039550881832838,4.932098388671875
533,44,602,50.0,-50.0,0.0,26650,,,,16649,0.0009911170000000001,0.05550559610128403,5.576378345489502,0.0012073119869455695,4.786855220794678
534,44,602,50.0,-50.0,0.0,26700,,,,16699,0.0009911003333333333,0.045827221125364304,-0.6889820098876953,0.001245900522917509,4.607841491699219
535,44,603,50.0,-50.0,0.0,26750,,,,16749,0.0009910836666666668,0.04897359758615494,-0.8093860149383545,0.001240305369719863,4.737718105316162
536,44,604,50.0,-50.0,0.0,26800,,,,16799,0.000991067,0.05423745885491371,3.7578439712524414,0.0012578284367918968,4.8739447593688965
537,44,605,50.0,-50.0,0.0,26850,,,,16849,0.0009910503333333334,0.07064669579267502,2.988690137863159,0.0013060288038104773,4.737414360046387
538,44,606,50.0,-50.0,0.0,26900,,,,16899,0.0009910336666666666,0.06593118607997894,1.2100123167037964,0.0013323798775672913,4.712721347808838
539,44,606,50.0,-50.0,0.0,26950,,,,16949,0.000991017,0.21396510303020477,3.1238367557525635,0.001338726608082652,4.881967544555664
540,44,607,50.0,-50.0,0.0,27000,,,,16999,0.0009910003333333333,0.10026980936527252,1.9285622835159302,0.0013371310196816921,4.93705940246582
541,44,608,50.0,-50.0,0.0,27050,,,,17049,0.0009909836666666667,0.05137772858142853,0.07892042398452759,0.0012974751880392432,4.650908946990967
542,44,609,50.0,-50.0,0.0,27100,,,,17099,0.0009909670000000001,0.04638709872961044,1.9611482620239258,0.0013103297678753734,4.7515740394592285
543,44,610,50.0,-50.0,0.0,27150,,,,17149,0.0009909503333333334,0.051272522658109665,-2.0792911052703857,0.0013097095070406795,4.45798921585083
544,44,610,50.0,-50.0,0.0,27200,,,,17199,0.0009909336666666668,0.036785442382097244,-0.8956696391105652,0.0012979944003745914,4.69761323928833
545,44,611,50.0,-50.0,0.0,27250,,,,17249,0.000990917,0.03734724968671799,1.1116925477981567,0.001296064699999988,4.731619834899902
546,44,612,50.0,-50.0,0.0,27300,,,,17299,0.0009909003333333334,0.1369645595550537,-0.1396009922027588,0.0013120442163199186,4.483004093170166
547,44,613,50.0,-50.0,0.0,27350,,,,17349,0.0009908836666666667,0.33234819769859314,1.3250046968460083,0.0013960452051833272,4.931369781494141
548,44,613,50.0,-50.0,0.0,27400,,,,17399,0.000990867,0.07230256497859955,2.372037172317505,0.0013594815973192453,4.616100788116455
549,44,614,50.0,-50.0,0.0,27450,,,,17449,0.0009908503333333333,0.03140711784362793,0.3328394293785095,0.001327975420281291,4.618040561676025
550,44,615,50.0,-50.0,0.0,27500,,,,17499,0.0009908336666666667,0.03777613490819931,-1.0275018215179443,0.0013335671974346042,4.743124008178711
551,44,616,50.0,-50.0,0.0,27550,,,,17549,0.000990817,0.11630673706531525,3.4429450035095215,0.0013203794369474053,4.8566694259643555
552,44,617,50.0,-50.0,0.0,27600,,,,17599,0.0009908003333333334,0.1214170902967453,-0.8205207586288452,0.0013086614198982716,4.550589084625244
553,44,617,50.0,-50.0,0.0,27650,,,,17649,0.0009907836666666666,1.1823437213897705,-3.792292594909668,0.0012823567958548665,4.367825031280518
554,44,618,50.0,-50.0,0.0,27700,,,,17699,0.000990767,0.05349792167544365,-3.2244019508361816,0.001230777706950903,4.722098350524902
555,44,619,50.0,-50.0,0.0,27750,,,,17749,0.0009907503333333333,0.2521704435348511,-1.2217741012573242,0.001178269274532795,4.620314121246338
556,44,620,50.0,-50.0,0.0,27800,,,,17799,0.0009907336666666667,0.18302087485790253,-1.7725156545639038,0.001156540121883154,4.620968341827393
557,44,621,50.0,-50.0,0.0,27850,,,,17849,0.000990717,0.049347348511219025,-1.5561342239379883,0.001132196164689958,4.857961177825928
558,44,621,50.0,-50.0,0.0,27900,,,,17899,0.0009907003333333333,0.0943828821182251,-2.750089645385742,0.001100981724448502,4.7607951164245605
559,44,622,50.0,-50.0,0.0,27950,,,,17949,0.0009906836666666665,0.027941584587097168,-0.6780080795288086,0.0010441396152600646,4.576103210449219
560,44,623,50.0,-50.0,0.0,28000,,,,17999,0.000990667,0.0871620774269104,-1.5240919589996338,0.0010266834869980812,4.721261978149414
561,44,624,50.0,-50.0,0.0,28050,,,,18049,0.0009906503333333334,0.4995453655719757,-0.25749462842941284,0.0010229491163045168,4.615073204040527
562,44,625,50.0,-50.0,0.0,28100,,,,18099,0.0009906336666666666,0.04436563700437546,-1.5680879354476929,0.0009900896111503243,4.539717197418213
563,44,625,50.0,-50.0,0.0,28150,,,,18149,0.000990617,0.036206431686878204,0.7953618764877319,0.0009856988908722997,4.688643455505371
564,45,626,50.0,-50.0,0.0,28200,,,,18199,0.0009906003333333333,0.13806480169296265,2.35888671875,0.0010235272347927094,4.566215991973877
565,45,627,50.0,-50.0,0.0,28250,,,,18249,0.0009905836666666667,0.09802615642547607,0.9731930494308472,0.0010893001453951001,4.677691459655762
566,45,628,50.0,-50.0,0.0,28300,,,,18299,0.000990567,0.0840018168091774,1.8697640895843506,0.0011445368872955441,4.325572490692139
567,45,629,50.0,-50.0,0.0,28350,,,,18349,0.0009905503333333334,0.06656621396541595,2.190319299697876,0.001212926465086639,4.410145282745361
568,45,629,50.0,-50.0,0.0,28400,,,,18399,0.0009905336666666666,0.07220326364040375,1.5559144020080566,0.0012802232522517443,4.599220275878906
569,45,630,50.0,-50.0,0.0,28450,,,,18449,0.000990517,0.0372321680188179,-4.250296115875244,0.001381343579851091,4.57567024230957
570,45,631,50.0,-50.0,0.0,28500,,,,18499,0.0009905003333333334,0.3126780390739441,-4.896895885467529,0.001351103070192039,4.806568145751953
571,45,632,50.0,-50.0,0.0,28550,,,,18549,0.0009904836666666667,0.07661516964435577,4.5536346435546875,0.001340306829661131,4.513190746307373
572,45,632,50.0,-50.0,0.0,28600,,,,18599,0.000990467,0.09574973583221436,4.245638370513916,0.001416550949215889,4.605960369110107
573,45,633,50.0,-50.0,0.0,28650,,,,18649,0.0009904503333333333,0.028497731313109398,-0.6391737461090088,0.0014614341780543327,4.69045877456665
574,45,634,50.0,-50.0,0.0,28700,,,,18699,0.0009904336666666667,0.08281797170639038,1.8419612646102905,0.0014522707788273692,4.616057872772217
575,45,635,50.0,-50.0,0.0,28750,,,,18749,0.000990417,0.041651301085948944,-1.1305513381958008,0.001433734898455441,4.6963067054748535
576,45,636,50.0,-50.0,0.0,28800,,,,18799,0.0009904003333333334,0.06260013580322266,-0.32923081517219543,0.001395955914631486,4.599983215332031
577,45,636,50.0,-49.5,0.01,28850,,,,18849,0.0009903836666666666,0.07174903154373169,0.1893559694290161,0.0013447015080600977,4.5371551513671875
578,45,637,50.0,-49.5,0.01,28900,,,,18899,0.000990367,0.05008360370993614,0.00605560839176178,0.001331898383796215,4.587067127227783
579,45,638,50.0,-49.5,0.01,28950,,,,18949,0.0009903503333333335,0.07086051255464554,1.2611737251281738,0.0013387579238042235,4.666670322418213
