rollout/ep_len_mean,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,eval/mean_ep_length,eval/success_rate,eval/mean_reward,train/learning_rate,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/ent_coef_loss
50.0,46,479,23950,-49.99,0.0,515,,,,0.000976051,0.0014880805974826217,0.09397672116756439,13949,4.638946533203125,-1.500980257987976
50.0,46,480,24000,-49.99,0.0,516,,,,0.000976001,0.0014333786675706506,0.15077528357505798,13999,4.710970878601074,-0.17908786237239838
50.0,46,481,24050,-49.99,0.0,517,,,,0.0009759510000000001,0.0014303213683888316,0.12011212855577469,14049,4.824240684509277,0.4878016710281372
50.0,46,482,24100,-49.99,0.0,518,,,,0.000975901,0.0014294465072453022,0.08963741362094879,14099,4.685035705566406,-1.6419728994369507
50.0,46,483,24150,-49.99,0.0,518,,,,0.000975851,0.0014514856738969684,0.14586198329925537,14149,4.843181133270264,2.827056884765625
50.0,46,484,24200,-49.99,0.0,519,,,,0.0009758010000000001,0.0014612189261242747,0.09090889990329742,14199,4.666321277618408,-0.0429970920085907
50.0,46,485,24250,-49.99,0.0,520,,,,0.0009757510000000001,0.0014145064633339643,0.06666472554206848,14249,5.060337066650391,0.4589546322822571
50.0,46,486,24300,-49.99,0.0,521,,,,0.000975701,0.0013650791952386498,0.051218658685684204,14299,4.746360778808594,-5.336025238037109
50.0,46,487,24350,-49.99,0.0,522,,,,0.000975651,0.0013264287263154984,0.07362151145935059,14349,4.633594036102295,-0.48085612058639526
50.0,46,488,24400,-49.99,0.0,522,,,,0.0009756010000000001,0.0013173283077776432,0.09434860944747925,14399,4.886222839355469,2.261775016784668
50.0,46,489,24450,-49.99,0.0,523,,,,0.0009755510000000001,0.0013157074572518468,0.06279072910547256,14449,4.673407077789307,-0.8094555139541626
50.0,46,490,24500,-49.99,0.0,524,,,,0.0009755009999999999,0.0013119084760546684,0.0738716572523117,14499,4.556771278381348,-3.493802070617676
50.0,46,491,24550,-49.99,0.0,525,,,,0.000975451,0.0012647664407268167,0.11365524679422379,14549,4.805081844329834,5.301661968231201
50.0,46,492,24600,-49.99,0.0,526,,,,0.000975401,0.0013666839804500341,0.10234785825014114,14599,4.833942413330078,-2.403470754623413
50.0,46,493,24650,-49.99,0.0,526,,,,0.000975351,0.0013218170497566462,0.08294834941625595,14649,4.899647235870361,-1.8100749254226685
50.0,46,494,24700,-49.99,0.0,527,,,,0.000975301,0.0013149497099220753,0.14696747064590454,14699,4.601422309875488,-1.021571397781372
50.0,46,495,24750,-49.99,0.0,528,,,,0.000975251,0.0013127156998962164,0.0926332101225853,14749,4.835455417633057,2.1072678565979004
50.0,46,496,24800,-49.99,0.0,529,,,,0.000975201,0.001281849923543632,0.08794119954109192,14799,4.637752532958984,-1.1480085849761963
50.0,46,497,24850,-49.99,0.0,530,,,,0.0009751510000000001,0.0012413585791364312,0.05992716923356056,14849,4.723697185516357,-2.226346492767334
50.0,46,498,24900,-49.99,0.0,530,,,,0.000975101,0.0012062801979482174,0.07773123681545258,14899,4.848988056182861,-1.7753121852874756
50.0,46,499,24950,-49.99,0.0,531,,,,0.000975051,0.0012224529637023807,0.16351774334907532,14949,4.785338878631592,0.833531379699707
,,,25000,,,,50.0,0.0,-50.0,0.0009750010000000001,0.0012173589784651995,0.0386919230222702,14999,4.55230712890625,1.7206499576568604
50.0,42,500,25000,-49.99,0.0,581,,,,,,,,,
50.0,42,501,25050,-49.99,0.0,582,,,,0.000974951,0.0012508502695709467,0.05062258988618851,15049,4.591743469238281,-0.2704213261604309
50.0,43,502,25100,-49.99,0.0,583,,,,0.000974901,0.0012673388700932264,0.10061389952898026,15099,4.493212699890137,1.829439401626587
50.0,43,503,25150,-49.99,0.0,584,,,,0.000974851,0.001255457871593535,0.09032219648361206,15149,4.7945380210876465,-1.5735541582107544
50.0,43,504,25200,-49.99,0.0,585,,,,0.0009748010000000001,0.0012440079590305686,0.07159676402807236,15199,4.601412773132324,0.5597490072250366
50.0,43,505,25250,-49.99,0.0,586,,,,0.000974751,0.0012968189548701048,0.15823061764240265,15249,4.587375164031982,0.8734263777732849
50.0,43,506,25300,-49.99,0.0,586,,,,0.000974701,0.0013282971922308207,0.061836227774620056,15299,4.516183376312256,-0.02235513925552368
50.0,43,507,25350,-49.99,0.0,587,,,,0.0009746510000000001,0.0013748557539656758,0.06967056542634964,15349,4.717901706695557,0.3032039403915405
50.0,43,508,25400,-49.99,0.0,588,,,,0.0009746010000000001,0.0014054971979930997,0.1597633808851242,15399,4.648935794830322,0.9813172817230225
50.0,43,509,25450,-49.99,0.0,589,,,,0.0009745509999999999,0.0014098527608439326,0.12604305148124695,15449,4.690288543701172,0.5135143399238586
50.0,43,510,25500,-49.99,0.0,590,,,,0.000974501,0.0014511949848383665,0.061907246708869934,15499,4.690703392028809,0.9523338675498962
50.0,43,511,25550,-49.99,0.0,590,,,,0.000974451,0.0015043836319819093,0.04215206205844879,15549,4.69714879989624,0.5003628730773926
50.0,43,512,25600,-49.99,0.0,591,,,,0.000974401,0.0015052418457344174,0.0711202546954155,15599,4.763888835906982,-0.0427054762840271
50.0,43,513,25650,-49.99,0.0,592,,,,0.000974351,0.001460310653783381,0.08540420979261398,15649,4.7216715812683105,-2.852156162261963
50.0,43,514,25700,-49.99,0.0,593,,,,0.000974301,0.0013960484648123384,0.07041797041893005,15699,4.742565155029297,-1.7732303142547607
50.0,43,515,25750,-49.99,0.0,594,,,,0.000974251,0.001311850850470364,0.06458580493927002,15749,4.85216760635376,-0.7982059717178345
50.0,43,516,25800,-49.99,0.0,594,,,,0.000974201,0.0012886740732938051,0.06246263533830643,15799,4.758354663848877,1.1711069345474243
50.0,43,517,25850,-49.99,0.0,595,,,,0.000974151,0.001284996746107936,0.08262734115123749,15849,4.493756294250488,-1.5739524364471436
50.0,43,518,25900,-49.99,0.0,596,,,,0.000974101,0.001309097046032548,0.06698699295520782,15899,4.584940433502197,2.3581905364990234
50.0,43,519,25950,-49.99,0.0,597,,,,0.000974051,0.0013735151151195168,0.10435472428798676,15949,4.504720211029053,0.7237842082977295
50.0,43,520,26000,-49.99,0.0,598,,,,0.0009740010000000001,0.0014065391151234508,0.14815211296081543,15999,4.552547454833984,-1.2954283952713013
50.0,43,521,26050,-49.99,0.0,598,,,,0.000973951,0.0014127020258456469,0.2348681092262268,16049,4.579273700714111,1.0620613098144531
50.0,43,522,26100,-49.99,0.0,599,,,,0.000973901,0.0013862837804481387,0.0878145843744278,16099,4.462398052215576,0.9171886444091797
50.0,43,523,26150,-49.99,0.0,600,,,,0.0009738510000000001,0.001351041253656149,0.09560997784137726,16149,4.739717960357666,-3.065424919128418
50.0,43,524,26200,-49.99,0.0,601,,,,0.000973801,0.0012738798977807164,0.09761175513267517,16199,4.411242485046387,-2.631340503692627
50.0,43,525,26250,-49.99,0.0,602,,,,0.000973751,0.0012425786117091775,0.054004598408937454,16249,4.902795791625977,1.0346322059631348
50.0,43,526,26300,-49.99,0.0,602,,,,0.0009737010000000001,0.0012474301038309932,0.057791367173194885,16299,4.472023010253906,2.169306993484497
50.0,43,527,26350,-49.99,0.0,603,,,,0.0009736510000000001,0.0012637947220355272,0.07649572193622589,16349,4.554049968719482,2.2881577014923096
50.0,43,528,26400,-49.99,0.0,604,,,,0.000973601,0.0013439296744763851,0.061845067888498306,16399,4.704662322998047,4.909027576446533
50.0,43,529,26450,-49.99,0.0,605,,,,0.0009735510000000001,0.0013981149531900883,0.09835788607597351,16449,4.729442596435547,1.8755170106887817
50.0,43,530,26500,-49.99,0.0,606,,,,0.000973501,0.0014299263712018728,0.09943686425685883,16499,4.636699676513672,3.231722116470337
50.0,43,531,26550,-49.99,0.0,606,,,,0.000973451,0.0014717618469148874,0.05087120085954666,16549,4.62821102142334,-3.217196464538574
50.0,43,532,26600,-49.99,0.0,607,,,,0.0009734009999999999,0.0014578226255252957,0.08632080256938934,16599,4.667557716369629,1.9238358736038208
50.0,43,533,26650,-49.99,0.0,608,,,,0.000973351,0.0015265141846612096,0.058727163821458817,16649,4.740812301635742,-1.67159104347229
50.0,43,534,26700,-49.99,0.0,609,,,,0.000973301,0.0015331445029005408,0.09950697422027588,16699,4.729516506195068,1.3398640155792236
50.0,43,535,26750,-49.99,0.0,610,,,,0.000973251,0.0015337264630943537,0.1224270612001419,16749,4.657880783081055,-2.7117807865142822
50.0,43,536,26800,-49.99,0.0,610,,,,0.000973201,0.001511621754616499,0.05225731432437897,16799,4.723995685577393,-3.0249545574188232
50.0,43,537,26850,-49.99,0.0,611,,,,0.000973151,0.0014574688393622637,0.09567701816558838,16849,4.64581298828125,-0.8046714663505554
50.0,43,538,26900,-49.99,0.0,612,,,,0.000973101,0.001388374948874116,0.05154357850551605,16899,4.75484037399292,-2.939326524734497
50.0,43,539,26950,-49.99,0.0,613,,,,0.0009730510000000001,0.0013178597437217832,0.04671101272106171,16949,4.488182544708252,0.2064930498600006
50.0,43,540,27000,-49.99,0.0,614,,,,0.000973001,0.0012959690066054463,0.09271608293056488,16999,4.675353050231934,-0.2902238965034485
50.0,43,541,27050,-49.99,0.0,614,,,,0.000972951,0.0012864380842074752,0.07355178147554398,17049,4.526535511016846,-0.47958996891975403
50.0,44,542,27100,-49.99,0.0,615,,,,0.0009729010000000001,0.0012375189689919353,0.055686429142951965,17099,4.784012317657471,-2.106797695159912
50.0,44,543,27150,-49.99,0.0,616,,,,0.0009728510000000001,0.0011885359417647123,0.07072083652019501,17149,4.923352241516113,-1.1271783113479614
50.0,44,544,27200,-49.99,0.0,617,,,,0.000972801,0.0011567784240469337,0.044589538127183914,17199,4.525649547576904,-1.1192876100540161
50.0,44,545,27250,-49.99,0.0,618,,,,0.0009727510000000001,0.0011746224481612444,0.07655617594718933,17249,4.663642883300781,-0.5465779304504395
50.0,44,546,27300,-49.99,0.0,618,,,,0.0009727010000000001,0.0011807287810370326,0.09020412713289261,17299,4.743162631988525,0.7882530689239502
50.0,44,547,27350,-49.99,0.0,619,,,,0.000972651,0.0011671276297420263,0.11163812130689621,17349,4.610638618469238,0.7670122385025024
50.0,44,548,27400,-49.99,0.0,620,,,,0.000972601,0.0011511460179463029,0.061027705669403076,17399,4.738962650299072,2.0458760261535645
50.0,44,549,27450,-49.99,0.0,621,,,,0.000972551,0.0011844116961583495,0.06684493273496628,17449,4.571376800537109,1.4433841705322266
50.0,44,550,27500,-49.99,0.0,622,,,,0.000972501,0.0012247723061591387,0.10322421044111252,17499,4.51233434677124,-1.857189655303955
50.0,44,551,27550,-49.99,0.0,622,,,,0.0009724509999999999,0.0012567840749397874,0.21123209595680237,17549,4.793848991394043,-0.5027182102203369
50.0,44,552,27600,-49.99,0.0,623,,,,0.000972401,0.0012235610047355294,0.058210019022226334,17599,4.67744255065918,0.11862832307815552
50.0,44,553,27650,-49.99,0.0,624,,,,0.000972351,0.001185719738714397,0.11513439565896988,17649,4.935298919677734,-3.0689477920532227
50.0,44,554,27700,-49.99,0.0,625,,,,0.000972301,0.0011011193273589015,0.05094042792916298,17699,4.744640350341797,-3.6134722232818604
50.0,44,555,27750,-49.99,0.0,626,,,,0.000972251,0.001019906485453248,0.058090925216674805,17749,4.541697978973389,-2.188865900039673
50.0,44,556,27800,-49.99,0.0,626,,,,0.000972201,0.0009678845526650548,0.08438361436128616,17799,4.9616899490356445,-1.5015445947647095
50.0,44,557,27850,-50.0,0.0,627,,,,0.000972151,0.0009459329303354025,0.04977796971797943,17849,4.556095123291016,0.9091928005218506
50.0,44,558,27900,-50.0,0.0,628,,,,0.0009721010000000001,0.0009818775579333305,0.0560053288936615,17899,4.590190410614014,0.10170525312423706
50.0,44,559,27950,-50.0,0.0,629,,,,0.000972051,0.0009884528117254376,0.1560666263103485,17949,4.6528472900390625,-0.8462842702865601
50.0,44,560,28000,-50.0,0.0,630,,,,0.000972001,0.0009921955643221736,0.08314518630504608,17999,4.678893566131592,-0.6253266930580139
50.0,44,561,28050,-50.0,0.0,630,,,,0.000971951,0.000990764470770955,0.04182171821594238,18049,4.722475528717041,-0.8698980212211609
50.0,44,562,28100,-50.0,0.0,631,,,,0.0009719010000000001,0.0009737919899635017,0.122409388422966,18099,4.9329705238342285,0.2716308832168579
50.0,44,563,28150,-50.0,0.0,632,,,,0.000971851,0.0009518993319943547,0.12386441230773926,18149,4.834500789642334,0.8088734149932861
50.0,44,564,28200,-50.0,0.0,633,,,,0.000971801,0.0009187329560518265,0.06038859486579895,18199,4.602315425872803,-3.701014757156372
50.0,44,565,28250,-50.0,0.0,634,,,,0.0009717510000000001,0.000890896306373179,0.2503926753997803,18249,4.6765594482421875,1.4272968769073486
50.0,44,566,28300,-50.0,0.0,634,,,,0.000971701,0.0009100219467654824,0.23517557978630066,18299,4.576659679412842,-0.6833564043045044
50.0,44,567,28350,-50.0,0.0,635,,,,0.000971651,0.0009459005086682737,0.04663177952170372,18349,4.698206901550293,0.7604813575744629
50.0,44,568,28400,-50.0,0.0,636,,,,0.0009716010000000001,0.0009430820937268436,0.09614100307226181,18399,4.620998382568359,-1.0914335250854492
50.0,44,569,28450,-50.0,0.0,637,,,,0.0009715510000000001,0.0009647213737480342,0.0961853414773941,18449,4.732388496398926,1.2067774534225464
50.0,44,570,28500,-50.0,0.0,638,,,,0.0009715009999999999,0.0009891835507005453,0.18076103925704956,18499,4.7212443351745605,1.3214808702468872
50.0,44,571,28550,-50.0,0.0,638,,,,0.000971451,0.0010257185203954577,0.0356183797121048,18549,4.586252212524414,4.12263822555542
50.0,44,572,28600,-50.0,0.0,639,,,,0.000971401,0.001071991748176515,0.07211979478597641,18599,4.688535690307617,-1.1602327823638916
50.0,44,573,28650,-50.0,0.0,640,,,,0.000971351,0.0011009129229933023,0.11367125064134598,18649,4.752940654754639,-0.00394323468208313
50.0,44,574,28700,-50.0,0.0,641,,,,0.000971301,0.0011091899359598756,0.04107864201068878,18699,4.74924373626709,-0.58561110496521
50.0,44,575,28750,-50.0,0.0,642,,,,0.000971251,0.0011203372851014137,0.0668209046125412,18749,4.734816074371338,1.2442271709442139
50.0,44,576,28800,-50.0,0.0,642,,,,0.000971201,0.0011436345521360636,0.10857097804546356,18799,4.751051902770996,2.197336196899414
50.0,44,577,28850,-50.0,0.0,643,,,,0.000971151,0.0011641751043498516,0.054288048297166824,18849,4.7241926193237305,-2.0517659187316895
50.0,44,578,28900,-50.0,0.0,644,,,,0.000971101,0.0010985223343595862,0.08615994453430176,18899,4.709661960601807,0.3763522505760193
50.0,44,579,28950,-50.0,0.0,645,,,,0.000971051,0.0010726514738053083,0.06169465556740761,18949,4.799968242645264,-0.4698941707611084
50.0,44,580,29000,-50.0,0.0,646,,,,0.000971001,0.0010489807464182377,0.0805627852678299,18999,4.743712902069092,0.4049847722053528
50.0,44,581,29050,-50.0,0.0,646,,,,0.0009709510000000001,0.0010624846909195185,0.0395333394408226,19049,4.765606880187988,-0.7597821950912476
50.0,44,582,29100,-50.0,0.0,647,,,,0.000970901,0.0010494641028344631,0.06841261684894562,19099,4.873611927032471,0.9111666083335876
50.0,44,583,29150,-50.0,0.0,648,,,,0.000970851,0.0010400530882179737,0.050577301532030106,19149,4.705738544464111,1.4304144382476807
50.0,44,584,29200,-50.0,0.0,649,,,,0.0009708010000000001,0.0010643188143149018,0.11089345812797546,19199,4.661184310913086,0.6142327785491943
50.0,44,585,29250,-50.0,0.0,650,,,,0.0009707510000000001,0.0011241404572501779,0.12943635880947113,19249,4.493614196777344,2.644989490509033
50.0,45,586,29300,-50.0,0.0,650,,,,0.000970701,0.0012010039063170552,0.06937430799007416,19299,4.5787882804870605,-1.9212734699249268
50.0,45,587,29350,-50.0,0.0,651,,,,0.0009706510000000001,0.001163270091637969,0.050559986382722855,19349,4.652324199676514,-1.1650769710540771
50.0,45,588,29400,-50.0,0.0,652,,,,0.0009706010000000001,0.0011336493771523237,0.04145069420337677,19399,4.564298629760742,-1.056077241897583
50.0,45,589,29450,-50.0,0.0,653,,,,0.000970551,0.0010826847283169627,0.10416413843631744,19449,4.750760078430176,-1.248488187789917
50.0,45,590,29500,-50.0,0.0,654,,,,0.0009705009999999999,0.0010193026391789317,0.06786571443080902,19499,4.789824962615967,-1.5914685726165771
50.0,45,591,29550,-50.0,0.0,654,,,,0.000970451,0.0009867786429822445,0.21532435715198517,19549,4.930858612060547,2.5988047122955322
50.0,45,592,29600,-50.0,0.0,655,,,,0.000970401,0.0009889283683151007,0.1438831090927124,19599,4.8657546043396,2.518460512161255
50.0,45,593,29650,-50.0,0.0,656,,,,0.0009703509999999999,0.0010414152638986707,0.13906335830688477,19649,4.722355842590332,1.2873611450195312
50.0,45,594,29700,-50.0,0.0,657,,,,0.000970301,0.0010708693880587816,0.11952713131904602,19699,4.717593669891357,-2.9909090995788574
50.0,45,595,29750,-50.0,0.0,658,,,,0.000970251,0.0010208766907453537,0.21827435493469238,19749,4.782679557800293,-1.4863399267196655
50.0,45,596,29800,-49.99,0.0,658,,,,0.000970201,0.000966005667578429,0.06540124863386154,19799,4.823101043701172,-2.2822186946868896
50.0,45,597,29850,-49.99,0.0,659,,,,0.000970151,0.000922162551432848,0.041009679436683655,19849,4.780322551727295,-0.5294721126556396
50.0,45,598,29900,-49.99,0.0,660,,,,0.000970101,0.0008739902987144887,0.09153218567371368,19899,4.955175876617432,-2.9191248416900635
50.0,45,599,29950,-49.99,0.0,661,,,,0.000970051,0.000847741262987256,0.14114418625831604,19949,4.625215530395508,-2.3582537174224854
,,,30000,,,,50.0,0.01,-49.5,0.0009700010000000001,0.0008324277587234974,0.0644291490316391,19999,4.884311676025391,0.3803698420524597
50.0,42,600,30000,-49.99,0.0,711,,,,,,,,,
50.0,42,601,30050,-49.99,0.0,712,,,,0.000969951,0.0008335550664924085,0.24068698287010193,20049,4.752165794372559,-0.7274049520492554
50.0,42,602,30100,-49.99,0.0,713,,,,0.000969901,0.0008139751735143363,0.07221512496471405,20099,4.833977222442627,-1.912582278251648
50.0,42,603,30150,-49.99,0.0,713,,,,0.0009698510000000001,0.0008061206317506731,0.05146944522857666,20149,4.797199726104736,-0.8194644451141357
50.0,42,604,30200,-49.99,0.0,714,,,,0.0009698010000000001,0.0008243141928687692,0.051972199231386185,20199,4.790232181549072,1.45350980758667
50.0,42,605,30250,-49.99,0.0,715,,,,0.000969751,0.0008367057307623327,0.06290704011917114,20249,4.828167915344238,1.1633858680725098
50.0,42,606,30300,-49.99,0.0,716,,,,0.000969701,0.0008358404156751931,0.08480005711317062,20299,4.589127063751221,-0.15298199653625488
50.0,42,607,30350,-49.99,0.0,717,,,,0.0009696510000000001,0.0008590308716520667,0.05932984501123428,20349,4.659994602203369,1.569383144378662
50.0,42,608,30400,-49.49,0.01,717,,,,0.0009696010000000001,0.0008884544367901981,0.05054054036736488,20399,4.922804832458496,0.8545070886611938
50.0,42,609,30450,-49.49,0.01,718,,,,0.000969551,0.000897473597433418,0.09883907437324524,20449,4.3787970542907715,0.19540010392665863
50.0,42,610,30500,-49.49,0.01,719,,,,0.000969501,0.0009289148147217929,0.12451368570327759,20499,4.728858470916748,0.17952874302864075
50.0,42,611,30550,-49.49,0.01,720,,,,0.000969451,0.0009774299105629325,0.09376020729541779,20549,4.566971302032471,0.9184675812721252
50.0,42,612,30600,-49.49,0.01,720,,,,0.0009694009999999999,0.0010039890184998512,0.07963959872722626,20599,4.64750337600708,1.6500884294509888
50.0,42,613,30650,-49.49,0.01,721,,,,0.000969351,0.001030348939821124,0.09282444417476654,20649,4.672454833984375,4.19696044921875
50.0,42,614,30700,-49.49,0.01,722,,,,0.000969301,0.0010974128963425756,0.12952736020088196,20699,4.78245735168457,0.007276058197021484
50.0,42,615,30750,-49.49,0.01,723,,,,0.000969251,0.0011109431507065892,0.06331701576709747,20749,4.5164666175842285,3.084512948989868
50.0,42,616,30800,-49.49,0.01,724,,,,0.000969201,0.0011330132838338614,0.09892061352729797,20799,4.587313652038574,2.0664286613464355
50.0,42,617,30850,-49.49,0.01,724,,,,0.000969151,0.0011552443029358983,0.054114654660224915,20849,4.793694019317627,1.7917301654815674
50.0,42,618,30900,-49.49,0.01,725,,,,0.000969101,0.0011462600668892264,0.035432323813438416,20899,4.5416436195373535,-3.146516799926758
50.0,42,619,30950,-49.49,0.01,726,,,,0.000969051,0.001114018727093935,0.10383973270654678,20949,4.749390602111816,-0.15873420238494873
50.0,42,620,31000,-49.49,0.01,727,,,,0.000969001,0.0010948971612378955,0.08702108263969421,20999,4.745780944824219,-1.1827796697616577
50.0,42,621,31050,-49.49,0.01,728,,,,0.000968951,0.001116982544772327,0.041873183101415634,21049,4.584715843200684,0.6539615392684937
50.0,42,622,31100,-49.49,0.01,729,,,,0.000968901,0.0011369537096470594,0.14282822608947754,21099,4.446376800537109,-0.3986576199531555
50.0,42,623,31150,-49.49,0.01,729,,,,0.0009688510000000001,0.001139456289820373,0.09490881115198135,21149,4.594738006591797,-1.155782699584961
50.0,42,624,31200,-49.49,0.01,730,,,,0.000968801,0.001104350434616208,0.057765934616327286,21199,4.656625270843506,-3.898477077484131
50.0,42,625,31250,-49.49,0.01,731,,,,0.000968751,0.001028996892273426,0.048605386167764664,21249,4.722765922546387,-1.8425734043121338
50.0,42,626,31300,-49.49,0.01,732,,,,0.0009687010000000001,0.0009712234023027122,0.0497717559337616,21299,4.610577583312988,-2.676173210144043
50.0,42,627,31350,-49.49,0.01,733,,,,0.0009686510000000001,0.0009284511907026172,0.05182166397571564,21349,4.6671648025512695,-1.3743836879730225
50.0,42,628,31400,-49.49,0.01,733,,,,0.000968601,0.0009087488288059831,0.022368766367435455,21399,4.647125720977783,-1.2884631156921387
50.0,42,629,31450,-49.49,0.01,734,,,,0.0009685510000000001,0.0009172061691060662,0.18951690196990967,21449,4.664615154266357,0.5838284492492676
50.0,42,630,31500,-49.49,0.01,735,,,,0.0009685010000000001,0.0009413514635525644,0.13591492176055908,21499,4.72055196762085,-0.42229199409484863
50.0,42,631,31550,-49.49,0.01,736,,,,0.000968451,0.0009637710172683001,0.19694113731384277,21549,4.686929702758789,-4.3224639892578125
50.0,42,632,31600,-49.49,0.01,736,,,,0.000968401,0.0009137570741586387,0.07390570640563965,21599,4.598816871643066,-1.5238394737243652
50.0,42,633,31650,-49.49,0.01,737,,,,0.000968351,0.000882328487932682,0.07532106339931488,21649,4.673260688781738,-1.0771543979644775
50.0,42,634,31700,-49.49,0.01,738,,,,0.000968301,0.000874602235853672,0.11451945453882217,21699,4.7074480056762695,0.7405123710632324
50.0,42,635,31750,-49.49,0.01,739,,,,0.0009682509999999999,0.0008689297246746719,0.05676994472742081,21749,4.711408615112305,-0.8803426623344421
50.0,42,636,31800,-49.49,0.01,740,,,,0.000968201,0.0008895604405552149,0.1638474464416504,21799,4.887495517730713,0.6760005950927734
50.0,42,637,31850,-49.49,0.01,740,,,,0.000968151,0.000897986872587353,0.16527125239372253,21849,5.006052494049072,-0.9948951601982117
50.0,43,638,31900,-49.49,0.01,741,,,,0.000968101,0.0008952360949479043,0.08676309138536453,21899,4.847217559814453,2.2570316791534424
50.0,43,639,31950,-49.49,0.01,742,,,,0.000968051,0.000945906387642026,0.11485514044761658,21949,4.8494391441345215,2.6419034004211426
50.0,43,640,32000,-49.49,0.01,743,,,,0.000968001,0.0010011864360421896,0.12073877453804016,21999,4.679224014282227,2.2100589275360107
50.0,43,641,32050,-49.49,0.01,744,,,,0.000967951,0.0010600091191008687,0.05875752121210098,22049,4.881060600280762,2.880622386932373
50.0,43,642,32100,-49.49,0.01,744,,,,0.0009679010000000001,0.001078197848983109,0.08622303605079651,22099,4.558744430541992,-0.2581411600112915
50.0,43,643,32150,-49.49,0.01,745,,,,0.000967851,0.0010747089982032776,0.5193080306053162,22149,4.709166526794434,-1.1449286937713623
50.0,43,644,32200,-49.49,0.01,746,,,,0.000967801,0.001171299023553729,0.17591294646263123,22199,4.931625843048096,11.670580863952637
50.0,43,645,32250,-49.49,0.01,747,,,,0.0009677510000000001,0.0012492587557062507,0.09602338075637817,22249,4.684838771820068,-1.2586420774459839
50.0,43,646,32300,-49.49,0.01,748,,,,0.0009677010000000001,0.0012261922238394618,0.10298355668783188,22299,4.750509738922119,2.2494568824768066
50.0,43,647,32350,-49.49,0.01,748,,,,0.000967651,0.0012009197380393744,0.0461813360452652,22349,4.682763576507568,-5.214964866638184
50.0,43,648,32400,-49.49,0.01,749,,,,0.0009676010000000001,0.0011136118555441499,0.04913891851902008,22399,4.799574375152588,-3.4579386711120605
50.0,43,649,32450,-49.49,0.01,750,,,,0.0009675510000000001,0.001058467198163271,0.34071648120880127,22449,4.80997896194458,-3.77378511428833
50.0,43,650,32500,-49.49,0.01,751,,,,0.000967501,0.0010179722448810935,0.2345445305109024,22499,4.758272171020508,-2.0887997150421143
50.0,43,651,32550,-49.49,0.01,752,,,,0.0009674509999999999,0.0009914488764479756,0.10546354949474335,22549,4.717630863189697,2.547701835632324
50.0,43,652,32600,-49.49,0.01,753,,,,0.000967401,0.001026343321427703,0.06119833514094353,22599,4.831835746765137,2.0440564155578613
50.0,43,653,32650,-49.49,0.01,753,,,,0.000967351,0.001057569170370698,0.06410113722085953,22649,4.687878608703613,-1.1458206176757812
50.0,43,654,32700,-49.49,0.01,754,,,,0.000967301,0.0010858059395104647,0.06829185038805008,22699,4.746461868286133,-1.9638235569000244
50.0,43,655,32750,-49.49,0.01,755,,,,0.000967251,0.0011029316810891032,0.11882878094911575,22749,4.793143272399902,3.8165855407714844
50.0,43,656,32800,-49.49,0.01,756,,,,0.000967201,0.0011578230187296867,0.06564825028181076,22799,4.705926895141602,1.5713553428649902
50.0,43,657,32850,-49.49,0.01,757,,,,0.000967151,0.001161587773822248,0.20158976316452026,22849,4.731379985809326,1.2008503675460815
50.0,43,658,32900,-49.49,0.01,757,,,,0.000967101,0.0011717922752723098,0.05833835154771805,22899,4.776805400848389,0.6498667597770691
50.0,43,659,32950,-49.49,0.01,758,,,,0.000967051,0.0011670980602502823,0.09387540072202682,22949,4.810042381286621,-0.6612386703491211
50.0,43,660,33000,-49.49,0.01,759,,,,0.000967001,0.0011521767592057586,0.05304104834794998,22999,4.562640190124512,-2.089109182357788
50.0,43,661,33050,-49.49,0.01,760,,,,0.0009669510000000001,0.0011540076229721308,0.17330454289913177,23049,4.639932632446289,-0.4974871277809143
50.0,43,662,33100,-49.49,0.01,761,,,,0.000966901,0.0011927583254873753,0.0610106997191906,23099,4.779242038726807,-1.2571903467178345
50.0,43,663,33150,-49.49,0.01,762,,,,0.000966851,0.001192782772704959,0.11143061518669128,23149,4.8887104988098145,2.3273119926452637
50.0,43,664,33200,-49.49,0.01,762,,,,0.000966801,0.0012028086930513382,0.09609077870845795,23199,4.623729228973389,2.303175449371338
50.0,43,665,33250,-49.49,0.01,763,,,,0.0009667510000000001,0.0012301189126446843,0.05324515700340271,23249,4.758673191070557,1.6957347393035889
50.0,43,666,33300,-49.49,0.01,764,,,,0.000966701,0.001260500168427825,0.07927388697862625,23299,4.949326515197754,0.18384772539138794
50.0,43,667,33350,-49.49,0.01,765,,,,0.000966651,0.001260660239495337,0.04741111025214195,23349,4.687893867492676,-0.06550329923629761
50.0,43,668,33400,-49.49,0.01,766,,,,0.0009666010000000001,0.0012415670789778233,0.06674595177173615,23399,4.492494106292725,-2.2601869106292725
50.0,43,669,33450,-49.49,0.01,766,,,,0.0009665510000000001,0.0012283088872209191,0.038677193224430084,23449,4.639296054840088,1.2288204431533813
50.0,43,670,33500,-49.49,0.01,767,,,,0.000966501,0.001223858562298119,0.0450679212808609,23499,4.704817295074463,0.3283151388168335
50.0,43,671,33550,-49.49,0.01,768,,,,0.000966451,0.0012364282738417387,0.06738416850566864,23549,4.706903457641602,-0.002866506576538086
