#{"t_start": 1751570594.9563727, "env_id": "MujocoPandaPushEnv"}
r,l,t,is_success
-50.0,50,648.373442,False
-50.0,50,649.18311,False
-50.0,50,649.981546,False
-50.0,50,650.781169,False
-50.0,50,651.622671,False
-50.0,50,652.4218,False
-50.0,50,653.20843,False
-50.0,50,653.994547,False
-50.0,50,654.802702,False
-50.0,50,655.604653,False
-50.0,50,656.39814,False
-50.0,50,657.190545,False
-50.0,50,657.996287,False
-50.0,50,658.817563,False
-49.0,50,659.597897,False
-50.0,50,660.419127,False
-50.0,50,661.225514,False
-50.0,50,662.014545,False
-50.0,50,662.806093,False
-50.0,50,712.860761,False
-50.0,50,713.663064,False
-50.0,50,714.458384,False
-50.0,50,715.250593,False
-50.0,50,716.065842,False
-50.0,50,716.851936,False
-50.0,50,717.64382,False
0.0,50,718.421155,True
-50.0,50,719.217092,False
-50.0,50,719.993563,False
-50.0,50,720.822551,False
-50.0,50,721.61767,False
-50.0,50,722.451696,False
-50.0,50,723.275183,False
-50.0,50,724.048141,False
-50.0,50,724.848948,False
-50.0,50,725.638597,False
-50.0,50,726.45521,False
-50.0,50,727.256621,False
-50.0,50,728.047839,False
-50.0,50,728.875032,False
-50.0,50,729.676842,False
-50.0,50,730.502912,False
-50.0,50,731.315044,False
-50.0,50,732.08568,False
-50.0,50,732.852987,False
-50.0,50,733.645411,False
-50.0,50,734.437588,False
-50.0,50,735.219346,False
-50.0,50,736.018863,False
-50.0,50,736.80828,False
-50.0,50,737.590796,False
-50.0,50,738.372601,False
-50.0,50,739.163306,False
-50.0,50,739.960028,False
-50.0,50,740.766456,False
-50.0,50,741.591831,False
-50.0,50,742.401994,False
-50.0,50,743.179579,False
-50.0,50,743.986466,False
-50.0,50,744.804801,False
-50.0,50,745.597139,False
-50.0,50,746.39065,False
-50.0,50,747.172105,False
-50.0,50,748.01457,False
-50.0,50,748.821319,False
-50.0,50,749.633742,False
-50.0,50,750.421778,False
-50.0,50,751.231195,False
-50.0,50,752.053423,False
-50.0,50,752.895872,False
-50.0,50,753.724035,False
-50.0,50,754.505093,False
-50.0,50,755.316648,False
-50.0,50,756.156558,False
-50.0,50,756.962912,False
-50.0,50,757.772775,False
-50.0,50,758.583245,False
-50.0,50,759.40215,False
-50.0,50,760.239453,False
-50.0,50,761.030092,False
-50.0,50,761.829942,False
-50.0,50,762.659577,False
-50.0,50,763.477941,False
-50.0,50,764.307093,False
-50.0,50,765.087797,False
-50.0,50,765.902468,False
-50.0,50,766.711036,False
-50.0,50,767.511055,False
-50.0,50,768.333461,False
-50.0,50,769.143765,False
-50.0,50,769.937797,False
-50.0,50,770.732087,False
-50.0,50,771.540105,False
-50.0,50,772.319294,False
-50.0,50,773.097481,False
-50.0,50,773.881466,False
-50.0,50,774.685766,False
-50.0,50,775.485384,False
-50.0,50,776.292995,False
-50.0,50,777.081079,False
-50.0,50,777.868731,False
-50.0,50,778.647042,False
-50.0,50,779.447256,False
-50.0,50,780.263245,False
-50.0,50,781.060744,False
-50.0,50,781.886943,False
-50.0,50,782.677553,False
-50.0,50,783.469025,False
-50.0,50,784.287766,False
-50.0,50,785.101803,False
-50.0,50,785.89987,False
-50.0,50,786.68895,False
-50.0,50,787.471238,False
-50.0,50,788.263348,False
-50.0,50,789.078863,False
-50.0,50,789.878814,False
-50.0,50,790.656757,False
-50.0,50,791.437684,False
-50.0,50,792.230867,False
-50.0,50,842.025335,False
-50.0,50,842.848428,False
-50.0,50,843.640746,False
-50.0,50,844.439885,False
-50.0,50,845.231392,False
-50.0,50,846.016782,False
-50.0,50,846.816385,False
-50.0,50,847.601136,False
-50.0,50,848.402659,False
-50.0,50,849.183904,False
-50.0,50,849.98946,False
-50.0,50,850.795043,False
-50.0,50,851.571043,False
-50.0,50,852.382509,False
-50.0,50,853.179716,False
-50.0,50,853.977903,False
-50.0,50,854.756224,False
-50.0,50,855.531873,False
-50.0,50,856.310286,False
-50.0,50,857.112799,False
-50.0,50,857.886761,False
-50.0,50,858.667097,False
-50.0,50,859.452095,False
-50.0,50,860.23739,False
-50.0,50,861.024113,False
-50.0,50,861.812627,False
-50.0,50,862.60812,False
-50.0,50,863.415165,False
-50.0,50,864.222491,False
-50.0,50,865.029535,False
-50.0,50,865.82687,False
-50.0,50,866.612179,False
-50.0,50,867.408954,False
-50.0,50,868.19219,False
-50.0,50,868.971213,False
-50.0,50,869.76748,False
-50.0,50,870.56494,False
-50.0,50,871.358941,False
-50.0,50,872.163928,False
-50.0,50,872.957627,False
-50.0,50,873.763939,False
-50.0,50,874.547469,False
-49.0,50,875.353691,False
-50.0,50,876.145233,False
-50.0,50,876.961787,False
-50.0,50,877.740633,False
-50.0,50,878.528632,False
-50.0,50,879.338586,False
-50.0,50,880.121973,False
-50.0,50,880.925842,False
-50.0,50,881.712838,False
-50.0,50,882.504925,False
-50.0,50,883.300931,False
-50.0,50,884.109199,False
-50.0,50,884.903904,False
-50.0,50,885.703886,False
-50.0,50,886.498257,False
-50.0,50,887.289608,False
-50.0,50,888.061361,False
-50.0,50,888.854413,False
-50.0,50,889.633101,False
-50.0,50,890.410621,False
-50.0,50,891.185632,False
-50.0,50,891.971477,False
-50.0,50,892.75183,False
-50.0,50,893.530552,False
-50.0,50,894.312553,False
-50.0,50,895.120971,False
-50.0,50,895.89968,False
-50.0,50,896.70635,False
-50.0,50,897.496133,False
-50.0,50,898.294544,False
-50.0,50,899.085968,False
-50.0,50,899.887493,False
-50.0,50,900.677221,False
-50.0,50,901.524815,False
-50.0,50,902.326903,False
-50.0,50,903.140722,False
-50.0,50,903.918875,False
-50.0,50,904.710951,False
-50.0,50,905.499771,False
-50.0,50,906.281868,False
-50.0,50,907.071518,False
-50.0,50,907.866987,False
-50.0,50,908.700972,False
-50.0,50,909.521223,False
-50.0,50,910.323643,False
-50.0,50,911.112249,False
-50.0,50,911.908453,False
-50.0,50,912.729474,False
-50.0,50,913.509133,False
-50.0,50,914.29749,False
-50.0,50,915.087918,False
-50.0,50,915.86747,False
-50.0,50,916.655575,False
-50.0,50,917.429011,False
-50.0,50,918.242804,False
-50.0,50,919.051878,False
-50.0,50,919.876097,False
-50.0,50,920.660835,False
-50.0,50,970.813908,False
-50.0,50,971.59989,False
-50.0,50,972.386956,False
-50.0,50,973.195658,False
-50.0,50,974.031777,False
-50.0,50,974.848857,False
-50.0,50,975.657218,False
-50.0,50,976.521457,False
-50.0,50,977.33512,False
-50.0,50,978.128335,False
-50.0,50,978.923011,False
-50.0,50,979.733305,False
-50.0,50,980.538047,False
-50.0,50,981.357982,False
-50.0,50,982.147754,False
-50.0,50,982.93297,False
-50.0,50,983.727832,False
-50.0,50,984.541384,False
-50.0,50,985.365911,False
-50.0,50,986.162341,False
-50.0,50,986.97544,False
-50.0,50,987.79736,False
-50.0,50,988.579605,False
-50.0,50,989.360121,False
-50.0,50,990.133055,False
-50.0,50,990.937601,False
-50.0,50,991.718267,False
-50.0,50,992.53575,False
-50.0,50,993.330425,False
-50.0,50,994.115616,False
-50.0,50,994.900522,False
-50.0,50,995.710915,False
-50.0,50,996.488504,False
-50.0,50,997.281377,False
-50.0,50,998.080138,False
-50.0,50,998.887779,False
-50.0,50,999.696004,False
-50.0,50,1000.493144,False
-50.0,50,1001.343301,False
-50.0,50,1002.135998,False
-50.0,50,1002.96052,False
-50.0,50,1003.785946,False
-50.0,50,1004.584512,False
-50.0,50,1005.412797,False
-50.0,50,1006.232865,False
-50.0,50,1007.022867,False
-50.0,50,1007.815883,False
-50.0,50,1008.594575,False
-50.0,50,1009.388001,False
-50.0,50,1010.17715,False
-50.0,50,1010.958813,False
-50.0,50,1011.7436,False
-50.0,50,1012.557472,False
-50.0,50,1013.342868,False
-50.0,50,1014.140993,False
-50.0,50,1014.92658,False
-50.0,50,1015.70616,False
-50.0,50,1016.523213,False
-50.0,50,1017.329823,False
-50.0,50,1018.120473,False
-50.0,50,1018.908942,False
-50.0,50,1019.695281,False
-50.0,50,1020.503743,False
-50.0,50,1021.301328,False
-50.0,50,1022.085305,False
-50.0,50,1022.906992,False
-50.0,50,1023.717775,False
-50.0,50,1024.543036,False
-50.0,50,1025.347337,False
-50.0,50,1026.170036,False
-50.0,50,1026.962222,False
-50.0,50,1027.767364,False
-50.0,50,1028.565423,False
-50.0,50,1029.354005,False
-50.0,50,1030.133187,False
-50.0,50,1030.915344,False
-50.0,50,1031.714053,False
-50.0,50,1032.508752,False
-50.0,50,1033.312173,False
-50.0,50,1034.113716,False
-50.0,50,1034.937899,False
-50.0,50,1035.745805,False
-50.0,50,1036.523953,False
-50.0,50,1037.317228,False
-50.0,50,1038.115576,False
-50.0,50,1038.894645,False
-50.0,50,1039.675202,False
-50.0,50,1040.472024,False
-50.0,50,1041.28316,False
-50.0,50,1042.11351,False
-50.0,50,1042.927872,False
-50.0,50,1043.757256,False
-50.0,50,1044.579841,False
-50.0,50,1045.394711,False
-50.0,50,1046.186938,False
-50.0,50,1046.98265,False
-50.0,50,1047.769753,False
-50.0,50,1048.545557,False
-50.0,50,1049.339849,False
-50.0,50,1050.126692,False
-50.0,50,1100.111182,False
-50.0,50,1100.911197,False
-50.0,50,1101.696661,False
-50.0,50,1102.49541,False
-50.0,50,1103.290794,False
-50.0,50,1104.085238,False
-50.0,50,1104.86692,False
-50.0,50,1105.667452,False
-50.0,50,1106.483497,False
-50.0,50,1107.269955,False
-50.0,50,1108.062983,False
-50.0,50,1108.884593,False
-50.0,50,1109.671759,False
-50.0,50,1110.462241,False
-50.0,50,1111.242538,False
-50.0,50,1112.061183,False
-50.0,50,1112.867907,False
-50.0,50,1113.662333,False
-50.0,50,1114.476671,False
-50.0,50,1115.281732,False
-50.0,50,1116.092537,False
-50.0,50,1116.90761,False
-50.0,50,1117.720314,False
-50.0,50,1118.530403,False
-50.0,50,1119.312852,False
-50.0,50,1120.134385,False
-50.0,50,1120.954889,False
-50.0,50,1121.755772,False
-50.0,50,1122.571494,False
-50.0,50,1123.373461,False
-50.0,50,1124.168754,False
-50.0,50,1124.958327,False
-50.0,50,1125.738575,False
-50.0,50,1126.518274,False
-50.0,50,1127.338969,False
-50.0,50,1128.159264,False
-50.0,50,1128.978833,False
-50.0,50,1129.799509,False
-50.0,50,1130.619946,False
-50.0,50,1131.4248,False
-50.0,50,1132.2322,False
-50.0,50,1133.045679,False
-50.0,50,1133.83789,False
-50.0,50,1134.635919,False
-50.0,50,1135.422471,False
-50.0,50,1136.195293,False
-50.0,50,1137.004899,False
-50.0,50,1137.817774,False
-50.0,50,1138.625172,False
-50.0,50,1139.445297,False
-49.0,50,1140.251833,False
-50.0,50,1141.054352,False
-50.0,50,1141.848873,False
-50.0,50,1142.685926,False
-50.0,50,1143.482416,False
-50.0,50,1144.280063,False
-50.0,50,1145.090812,False
-50.0,50,1145.889067,False
-50.0,50,1146.698819,False
-50.0,50,1147.504031,False
-50.0,50,1148.313539,False
-50.0,50,1149.127167,False
-50.0,50,1149.952376,False
-50.0,50,1150.732102,False
-50.0,50,1151.528966,False
-50.0,50,1152.35862,False
-50.0,50,1153.168004,False
-50.0,50,1153.962246,False
-50.0,50,1154.761144,False
-50.0,50,1155.573894,False
-50.0,50,1156.384681,False
-50.0,50,1157.185298,False
-50.0,50,1157.987384,False
-50.0,50,1158.799237,False
-50.0,50,1159.592465,False
-50.0,50,1160.401311,False
