time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,eval/mean_reward,eval/success_rate,eval/mean_ep_length,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/critic_loss
7777,10213,388850,50.0,38,-39.5,0.4,,,,6.542814254760742,0.0008703836666666667,378849,0.011868834495544434,0.01046044286340475,0.53211909532547
7778,10213,388900,50.0,38,-39.72,0.39,,,,6.586468696594238,0.000870367,378899,0.2109632045030594,0.01064903661608696,0.8641108274459839
7779,10214,388950,50.0,38,-39.76,0.39,,,,6.598033428192139,0.0008703503333333334,378949,2.0826034545898438,0.010959617793560028,1.174720287322998
7780,10215,389000,50.0,38,-39.51,0.4,,,,6.104410171508789,0.0008703336666666667,378999,-1.0663175582885742,0.010856117121875286,0.8808873295783997
7781,10216,389050,50.0,38,-39.43,0.4,,,,6.204386234283447,0.000870317,379049,0.4847348928451538,0.01067095436155796,0.9199314713478088
7782,10217,389100,50.0,38,-39.66,0.39,,,,6.210280418395996,0.0008703003333333333,379099,0.6257734298706055,0.010603225789964199,1.2185479402542114
7783,10218,389150,50.0,38,-39.79,0.39,,,,6.734114646911621,0.0008702836666666667,379149,0.4477132558822632,0.01042754016816616,0.8844892978668213
7784,10218,389200,50.0,38,-39.56,0.39,,,,5.59055233001709,0.000870267,379199,0.19323945045471191,0.0101239662617445,0.7165629863739014
7785,10219,389250,50.0,38,-39.81,0.39,,,,6.470015525817871,0.0008702503333333334,379249,-0.550714373588562,0.010039152577519417,0.8159433007240295
7786,10220,389300,50.0,38,-40.07,0.38,,,,6.130680084228516,0.0008702336666666667,379299,0.40173816680908203,0.010066375136375427,0.6086211800575256
7787,10221,389350,50.0,38,-39.89,0.38,,,,6.601092338562012,0.0008702170000000001,379349,0.5592554807662964,0.01012510061264038,0.767039954662323
7788,10222,389400,50.0,38,-39.81,0.39,,,,6.541363716125488,0.0008702003333333334,379399,-0.11083567142486572,0.010331803932785988,0.7674010992050171
7789,10223,389450,50.0,38,-39.79,0.39,,,,5.630631446838379,0.0008701836666666667,379449,-1.2087204456329346,0.010218273848295212,1.2561900615692139
7790,10223,389500,50.0,38,-39.82,0.39,,,,6.824984550476074,0.000870167,379499,-1.3570518493652344,0.009953530505299568,0.6951113939285278
7791,10224,389550,50.0,38,-39.75,0.4,,,,6.379205703735352,0.0008701503333333334,379549,0.7097477912902832,0.009904967620968819,0.52921462059021
7792,10225,389600,50.0,38,-39.56,0.41,,,,6.120723247528076,0.0008701336666666667,379599,0.067318394780159,0.009840917773544788,1.247706413269043
7793,10226,389650,50.0,38,-39.8,0.41,,,,6.282460689544678,0.000870117,379649,0.8552050590515137,0.009697653353214264,0.8955961465835571
7794,10227,389700,50.0,38,-39.8,0.41,,,,6.091573238372803,0.0008701003333333334,379699,-0.38375914096832275,0.009745023213326931,0.6342800855636597
7795,10228,389750,50.0,38,-40.21,0.4,,,,6.110414028167725,0.0008700836666666668,379749,1.3174647092819214,0.009624144993722439,0.9573217630386353
7796,10228,389800,50.0,38,-40.21,0.4,,,,5.867063522338867,0.0008700670000000001,379799,-0.0861806869506836,0.009517105296254158,0.873313307762146
7797,10229,389850,50.0,38,-40.0,0.41,,,,6.230025291442871,0.0008700503333333334,379849,2.0195183753967285,0.009568976238369942,0.7506698369979858
7798,10230,389900,50.0,38,-40.12,0.41,,,,6.606332302093506,0.0008700336666666667,379899,-0.7044570446014404,0.009594804607331753,0.9022969007492065
7799,10231,389950,50.0,38,-40.13,0.41,,,,5.897809028625488,0.0008700170000000001,379949,-0.5056269764900208,0.009577353484928608,1.171376347541809
,,390000,,,,,-38.02,0.46,50.0,6.121066570281982,0.0008700003333333333,379999,0.4564615488052368,0.009621542878448963,0.6995742321014404
7800,10282,390000,50.0,37,-39.88,0.42,,,,,,,,,
7801,10285,390050,50.0,37,-39.6,0.43,,,,6.031138896942139,0.0008699836666666667,380049,0.18331241607666016,0.009670671075582504,0.7819384336471558
7802,10286,390100,50.0,37,-39.47,0.44,,,,6.174199104309082,0.0008699669999999999,380099,1.695220947265625,0.009940719231963158,1.408902645111084
7803,10287,390150,50.0,37,-39.44,0.44,,,,6.7824859619140625,0.0008699503333333334,380149,-0.16808873414993286,0.010297468863427639,0.6752907633781433
7804,10288,390200,50.0,37,-39.56,0.44,,,,6.0822672843933105,0.0008699336666666667,380199,0.4748615026473999,0.010333484038710594,0.7062598466873169
7805,10288,390250,50.0,37,-39.56,0.44,,,,6.072579860687256,0.0008699170000000001,380249,-0.020477294921875,0.010541721247136593,0.8049187660217285
7806,10289,390300,50.0,37,-39.53,0.44,,,,6.2910966873168945,0.0008699003333333333,380299,1.485919713973999,0.010737353004515171,1.3086979389190674
7807,10290,390350,50.0,37,-39.32,0.45,,,,6.227051734924316,0.0008698836666666668,380349,-0.5909507870674133,0.010717689990997314,0.9073790311813354
7808,10291,390400,50.0,37,-39.1,0.46,,,,6.551300048828125,0.000869867,380399,1.039293646812439,0.010750197805464268,0.40019237995147705
7809,10292,390450,50.0,37,-39.05,0.46,,,,6.61522102355957,0.0008698503333333334,380449,-0.02921774983406067,0.010618454776704311,0.9528673887252808
7810,10292,390500,50.0,37,-38.81,0.47,,,,5.802619934082031,0.0008698336666666666,380499,-0.7379987835884094,0.010786155238747597,1.5521163940429688
7811,10293,390550,50.0,37,-38.81,0.47,,,,6.754531383514404,0.000869817,380549,-0.05912923812866211,0.010960224084556103,0.4901365339756012
7812,10294,390600,50.0,37,-38.87,0.47,,,,6.0413923263549805,0.0008698003333333333,380599,-1.3398962020874023,0.0108876321464777,0.8850080966949463
7813,10295,390650,50.0,37,-38.67,0.48,,,,5.933643341064453,0.0008697836666666667,380649,-1.5991895198822021,0.010542687028646469,0.9673260450363159
7814,10296,390700,50.0,37,-38.68,0.48,,,,6.490786075592041,0.000869767,380699,-0.7010052800178528,0.010276935063302517,1.065549373626709
7815,10297,390750,50.0,37,-38.7,0.48,,,,6.262994766235352,0.0008697503333333333,380749,1.0258982181549072,0.010088585317134857,0.577667772769928
7816,10297,390800,50.0,37,-38.95,0.48,,,,5.882721900939941,0.0008697336666666667,380799,-0.5799176692962646,0.010140503756701946,0.45852693915367126
7817,10298,390850,50.0,37,-39.18,0.47,,,,6.66933012008667,0.000869717,380849,-0.6189424991607666,0.010150687769055367,0.581483006477356
7818,10299,390900,50.0,37,-39.18,0.47,,,,5.744844436645508,0.0008697003333333333,380899,0.7182251214981079,0.009910725988447666,0.8051700592041016
7819,10300,390950,50.0,37,-39.1,0.48,,,,5.610206127166748,0.0008696836666666666,380949,-2.0281314849853516,0.009615822695195675,0.7289589643478394
7820,10301,391000,50.0,37,-39.09,0.48,,,,5.949008941650391,0.000869667,380999,-1.0399971008300781,0.009511126205325127,0.6782534718513489
7821,10302,391050,50.0,37,-39.09,0.48,,,,6.693326473236084,0.0008696503333333333,381049,1.8351855278015137,0.00965376291424036,0.9182326793670654
7822,10302,391100,50.0,37,-39.4,0.48,,,,6.490606307983398,0.0008696336666666666,381099,0.2771197557449341,0.009940259158611298,0.9401403665542603
7823,10303,391150,50.0,37,-39.6,0.48,,,,6.237478256225586,0.0008696169999999999,381149,-0.5582257509231567,0.010056707076728344,0.7619358897209167
7824,10304,391200,50.0,37,-39.36,0.49,,,,6.157846450805664,0.0008696003333333334,381199,-0.6934437155723572,0.010044208727777004,0.891260027885437
7825,10305,391250,50.0,37,-39.43,0.48,,,,6.0692620277404785,0.0008695836666666667,381249,0.13015806674957275,0.010026962496340275,0.9223039150238037
7826,10306,391300,50.0,37,-39.32,0.48,,,,5.903632164001465,0.000869567,381299,-0.8613577485084534,0.010143483057618141,1.0922701358795166
7827,10307,391350,50.0,37,-39.32,0.48,,,,6.545368194580078,0.0008695503333333333,381349,0.4973403215408325,0.010360096581280231,0.6463873982429504
7828,10307,391400,50.0,37,-39.26,0.49,,,,5.827928066253662,0.0008695336666666667,381399,0.2401401400566101,0.010519808158278465,0.7639750838279724
7829,10308,391450,50.0,37,-39.08,0.5,,,,5.993467330932617,0.000869517,381449,-0.9772882461547852,0.010269341990351677,0.6098342537879944
7830,10309,391500,50.0,37,-39.03,0.5,,,,6.015384197235107,0.0008695003333333333,381499,-0.6187015175819397,0.009928407147526741,1.0158238410949707
7831,10310,391550,50.0,37,-38.7,0.5,,,,5.831066608428955,0.0008694836666666666,381549,-0.14011704921722412,0.009846184402704239,0.6339304447174072
7832,10311,391600,50.0,37,-38.62,0.5,,,,6.085343837738037,0.000869467,381599,-0.37228313088417053,0.009863209910690784,1.0452642440795898
7833,10312,391650,50.0,37,-38.62,0.5,,,,6.3114848136901855,0.0008694503333333334,381649,-1.0173709392547607,0.009918932802975178,0.8582244515419006
7834,10313,391700,50.0,37,-38.71,0.49,,,,6.054594039916992,0.0008694336666666667,381699,-0.06902569532394409,0.009739215485751629,1.335242509841919
7835,10313,391750,50.0,37,-38.71,0.48,,,,5.872882843017578,0.000869417,381749,-1.401029109954834,0.009554335847496986,1.1052649021148682
7836,10314,391800,50.0,37,-38.79,0.48,,,,6.824870586395264,0.0008694003333333334,381799,2.276190757751465,0.009584000334143639,0.5668048858642578
7837,10315,391850,50.0,37,-39.03,0.47,,,,6.322672367095947,0.0008693836666666667,381849,-0.10590052604675293,0.009743940085172653,0.5760147571563721
7838,10316,391900,50.0,37,-39.02,0.47,,,,5.9632568359375,0.000869367,381899,0.9348751306533813,0.009737196378409863,0.6966345310211182
7839,10317,391950,50.0,37,-38.88,0.48,,,,6.121711730957031,0.0008693503333333333,381949,-0.1998576819896698,0.009847419336438179,0.7462489604949951
7840,10318,392000,50.0,37,-38.87,0.48,,,,6.503488540649414,0.0008693336666666667,381999,-1.6573394536972046,0.00976207759231329,0.6943088173866272
7841,10318,392050,50.0,37,-38.68,0.49,,,,6.408448696136475,0.000869317,382049,1.3394970893859863,0.00955404993146658,0.7613047361373901
7842,10319,392100,50.0,37,-38.68,0.49,,,,5.8773698806762695,0.0008693003333333333,382099,1.1054134368896484,0.009543526917696,1.4406542778015137
7843,10320,392150,50.0,37,-38.67,0.49,,,,6.107630729675293,0.0008692836666666667,382149,0.868427038192749,0.009553470648825169,0.8105788230895996
7844,10321,392200,50.0,37,-38.67,0.49,,,,5.692963123321533,0.0008692670000000001,382199,0.11991238594055176,0.009858747012913227,0.7394676804542542
7845,10322,392250,50.0,38,-38.82,0.49,,,,6.015138626098633,0.0008692503333333334,382249,-0.6371917724609375,0.01009639073163271,0.7644901275634766
7846,10322,392300,50.0,38,-39.05,0.48,,,,6.343934059143066,0.0008692336666666667,382299,0.2380772829055786,0.010131901130080223,0.7545392513275146
7847,10323,392350,50.0,38,-38.95,0.48,,,,6.237154006958008,0.000869217,382349,0.2777864634990692,0.010093849152326584,0.8710131049156189
7848,10324,392400,50.0,38,-38.96,0.48,,,,6.180584907531738,0.0008692003333333334,382399,-0.695930004119873,0.00994093157351017,0.7607342600822449
7849,10325,392450,50.0,38,-38.95,0.48,,,,6.514547348022461,0.0008691836666666667,382449,0.3919079303741455,0.009842926636338234,0.6568454504013062
7850,10326,392500,50.0,38,-38.68,0.49,,,,6.256817817687988,0.000869167,382499,-0.7623261213302612,0.009854578413069248,0.6845124959945679
7851,10327,392550,50.0,38,-38.66,0.48,,,,6.301080703735352,0.0008691503333333333,382549,-0.6925147771835327,0.009912976063787937,1.2669367790222168
7852,10327,392600,50.0,38,-38.65,0.48,,,,6.097636699676514,0.0008691336666666668,382599,1.0401227474212646,0.009813547134399414,0.5487395524978638
7853,10328,392650,50.0,38,-38.88,0.47,,,,5.807005405426025,0.0008691170000000001,382649,-0.40022706985473633,0.00987764447927475,0.5513337850570679
7854,10329,392700,50.0,38,-38.97,0.47,,,,5.921900749206543,0.0008691003333333334,382699,-2.2145144939422607,0.010046522133052349,0.5698996782302856
7855,10330,392750,50.0,38,-38.9,0.47,,,,6.56431770324707,0.0008690836666666667,382749,-0.4467751979827881,0.010086247697472572,0.5470178127288818
7856,10331,392800,50.0,38,-39.07,0.46,,,,6.574028015136719,0.0008690670000000001,382799,0.9816513061523438,0.010275435633957386,0.7769641876220703
7857,10332,392850,50.0,38,-39.31,0.45,,,,6.5711140632629395,0.0008690503333333334,382849,1.3016557693481445,0.010524068027734756,0.5630094408988953
7858,10332,392900,50.0,38,-39.24,0.45,,,,6.5957231521606445,0.0008690336666666667,382899,1.0408059358596802,0.010426347143948078,1.010419487953186
7859,10333,392950,50.0,38,-39.15,0.45,,,,6.101670742034912,0.000869017,382949,0.8238331079483032,0.010279341600835323,1.0814327001571655
7860,10334,393000,50.0,38,-38.89,0.46,,,,6.293859004974365,0.0008690003333333334,382999,0.17840301990509033,0.00998587068170309,1.2682223320007324
7861,10335,393050,50.0,38,-38.8,0.46,,,,5.686333656311035,0.0008689836666666666,383049,-0.887382447719574,0.009763338603079319,0.9373177289962769
7862,10336,393100,50.0,38,-38.82,0.46,,,,6.130352973937988,0.0008689670000000001,383099,1.379866123199463,0.009628238156437874,1.1691105365753174
7863,10337,393150,50.0,38,-38.56,0.47,,,,6.708372116088867,0.0008689503333333333,383149,-0.508309006690979,0.009615580551326275,0.6779511570930481
7864,10337,393200,50.0,38,-38.54,0.47,,,,6.319239616394043,0.0008689336666666668,383199,-0.17380642890930176,0.00967833399772644,1.0863111019134521
7865,10338,393250,50.0,38,-38.56,0.47,,,,5.834034442901611,0.000868917,383249,-1.3633978366851807,0.009759359061717987,0.6863785982131958
7866,10339,393300,50.0,38,-38.56,0.47,,,,6.442697525024414,0.0008689003333333334,383299,-0.7501813769340515,0.009767049923539162,1.0205546617507935
7867,10340,393350,50.0,38,-38.52,0.47,,,,6.1707658767700195,0.0008688836666666666,383349,2.051837205886841,0.009750437922775745,1.0994311571121216
7868,10341,393400,50.0,38,-38.64,0.47,,,,6.428495407104492,0.0008688670000000001,383399,0.9667499661445618,0.009669430553913116,0.6309897899627686
7869,10342,393450,50.0,38,-38.51,0.48,,,,6.23864221572876,0.0008688503333333333,383449,0.24107098579406738,0.009550870396196842,0.7218309640884399
7870,10342,393500,50.0,38,-38.4,0.49,,,,6.357032775878906,0.0008688336666666667,383499,-0.6204190850257874,0.00957649014890194,1.0787254571914673
7871,10343,393550,50.0,38,-38.41,0.49,,,,6.273928642272949,0.0008688169999999999,383549,0.21994417905807495,0.009585398249328136,1.1487071514129639
7872,10344,393600,50.0,38,-38.26,0.49,,,,5.830070972442627,0.0008688003333333335,383599,-0.803463876247406,0.009655377827584743,0.7343289852142334
7873,10345,393650,50.0,38,-38.26,0.49,,,,6.343135356903076,0.0008687836666666667,383649,2.1961488723754883,0.009649418294429779,0.651828408241272
7874,10346,393700,50.0,38,-38.26,0.49,,,,6.741566181182861,0.0008687670000000001,383699,1.5340042114257812,0.009537367150187492,0.9219421148300171
7875,10347,393750,50.0,38,-38.37,0.49,,,,6.158912658691406,0.0008687503333333333,383749,-0.8314195275306702,0.009420282207429409,0.7898558378219604
7876,10347,393800,50.0,38,-38.22,0.49,,,,6.903994560241699,0.0008687336666666666,383799,-0.16945064067840576,0.009255546145141125,1.1321213245391846
7877,10348,393850,50.0,38,-38.23,0.49,,,,6.16087532043457,0.000868717,383849,0.6061965227127075,0.00925444345921278,0.8273546695709229
7878,10349,393900,50.0,38,-38.09,0.5,,,,6.094490051269531,0.0008687003333333333,383899,0.4891388416290283,0.009369082748889923,0.7693442702293396
7879,10350,393950,50.0,38,-37.74,0.51,,,,6.171801567077637,0.0008686836666666666,383949,0.7577776908874512,0.009647319093346596,0.9188483357429504
7880,10351,394000,50.0,38,-37.89,0.51,,,,6.422823905944824,0.0008686669999999999,383999,0.8705061078071594,0.009803038090467453,1.5635461807250977
7881,10352,394050,50.0,38,-37.61,0.52,,,,6.04970645904541,0.0008686503333333334,384049,1.0933198928833008,0.010134090669453144,0.6157325506210327
7882,10352,394100,50.0,38,-37.4,0.53,,,,5.676506519317627,0.0008686336666666667,384099,-0.4411088228225708,0.010342943482100964,0.6224820613861084
7883,10353,394150,50.0,38,-37.4,0.53,,,,6.514334201812744,0.000868617,384149,0.390331506729126,0.010293095372617245,0.7947894930839539
7884,10354,394200,50.0,38,-37.66,0.52,,,,6.235179901123047,0.0008686003333333333,384199,-0.812400221824646,0.010302778333425522,0.9385311603546143
7885,10355,394250,50.0,38,-37.7,0.52,,,,6.432452201843262,0.0008685836666666667,384249,-0.030490875244140625,0.010296202264726162,0.8538925647735596
7886,10356,394300,50.0,38,-37.7,0.52,,,,5.460116386413574,0.000868567,384299,-1.5231094360351562,0.010070777498185635,1.18660569190979
7887,10357,394350,50.0,38,-37.56,0.52,,,,6.200478553771973,0.0008685503333333333,384349,0.2987864017486572,0.010010557249188423,1.0575146675109863
7888,10357,394400,50.0,38,-37.62,0.51,,,,6.266654968261719,0.0008685336666666666,384399,0.4644761085510254,0.010192647576332092,0.5125371813774109
7889,10358,394450,50.0,38,-37.35,0.52,,,,5.729811191558838,0.000868517,384449,-1.3398240804672241,0.010129321366548538,0.742969274520874
7890,10359,394500,50.0,38,-37.48,0.52,,,,5.755587100982666,0.0008685003333333333,384499,-1.280615210533142,0.009996829554438591,1.5908989906311035
7891,10360,394550,50.0,38,-37.25,0.52,,,,6.302910804748535,0.0008684836666666667,384549,1.3943783044815063,0.0098979277536273,1.1896233558654785
7892,10361,394600,50.0,38,-37.4,0.52,,,,6.019070625305176,0.000868467,384599,-0.1611841917037964,0.009941785596311092,0.7016748189926147
7893,10361,394650,50.0,38,-37.44,0.51,,,,6.283439636230469,0.0008684503333333334,384649,-1.093197226524353,0.01004600990563631,1.0849404335021973
7894,10362,394700,50.0,38,-37.08,0.52,,,,6.627785682678223,0.0008684336666666667,384699,1.3951656818389893,0.009933890774846077,1.0202500820159912
7895,10363,394750,50.0,38,-37.08,0.52,,,,6.210587978363037,0.000868417,384749,0.293454647064209,0.00993465818464756,0.998575747013092
7896,10364,394800,50.0,38,-37.08,0.52,,,,5.855846405029297,0.0008684003333333333,384799,-0.8920508623123169,0.00976503361016512,1.1632102727890015
7897,10365,394850,50.0,38,-37.38,0.51,,,,6.286729335784912,0.0008683836666666667,384849,-0.07919573783874512,0.009758833795785904,0.421911358833313
7898,10366,394900,50.0,38,-37.27,0.51,,,,5.47099494934082,0.000868367,384899,0.021885991096496582,0.009680673480033875,0.962903618812561
7899,10367,394950,50.0,38,-36.99,0.52,,,,6.539894104003906,0.0008683503333333333,384949,0.6504127979278564,0.009552341885864735,0.9724451303482056
,,395000,,,,,-40.03,0.44,50.0,6.357822418212891,0.0008683336666666666,384999,2.0554845333099365,0.009683975018560886,1.5061086416244507
7900,10418,395000,50.0,37,-37.03,0.52,,,,,,,,,
7901,10418,395050,50.0,37,-37.07,0.52,,,,5.85813570022583,0.0008683170000000001,385049,-0.5820639133453369,0.009899835102260113,0.9953868389129639
7902,10419,395100,50.0,37,-37.2,0.51,,,,6.201250076293945,0.0008683003333333334,385099,1.8858975172042847,0.00991947203874588,0.7192875146865845
7903,10420,395150,50.0,37,-36.98,0.52,,,,6.532713890075684,0.0008682836666666667,385149,-0.284919798374176,0.010293355211615562,0.5032007098197937
7904,10421,395200,50.0,37,-36.93,0.52,,,,6.733109474182129,0.000868267,385199,0.4595440626144409,0.010347452946007252,1.027467966079712
7905,10422,395250,50.0,37,-36.93,0.52,,,,6.193792343139648,0.0008682503333333334,385249,-0.21737182140350342,0.010232828557491302,0.978964626789093
7906,10423,395300,50.0,37,-36.58,0.53,,,,6.358188152313232,0.0008682336666666667,385299,0.7483237981796265,0.01025486271828413,0.8306034803390503
7907,10423,395350,50.0,37,-36.58,0.53,,,,6.573124408721924,0.000868217,385349,0.9114541411399841,0.010390790179371834,0.9593719244003296
7908,10424,395400,50.0,37,-36.83,0.52,,,,6.780379295349121,0.0008682003333333333,385399,1.72709059715271,0.010661285370588303,0.905325710773468
7909,10425,395450,50.0,37,-37.09,0.52,,,,6.2217631340026855,0.0008681836666666667,385449,1.1761442422866821,0.010819674469530582,0.7186924815177917
7910,10426,395500,50.0,37,-37.33,0.51,,,,6.310135841369629,0.0008681670000000001,385499,0.16901737451553345,0.010862673632800579,1.0629856586456299
7911,10427,395550,50.0,37,-37.11,0.52,,,,6.464892864227295,0.0008681503333333334,385549,-0.4387075901031494,0.01074141450226307,0.6175252199172974
7912,10428,395600,50.0,37,-37.11,0.52,,,,6.3522443771362305,0.0008681336666666667,385599,0.14809370040893555,0.010472181253135204,0.8492370843887329
7913,10428,395650,50.0,37,-37.16,0.52,,,,6.253181457519531,0.0008681170000000001,385649,-0.23334330320358276,0.010272393934428692,2.373196601867676
7914,10429,395700,50.0,37,-37.32,0.52,,,,6.071863174438477,0.0008681003333333334,385699,-1.0684502124786377,0.010043748654425144,0.5966277122497559
7915,10430,395750,50.0,37,-37.15,0.52,,,,5.8782196044921875,0.0008680836666666667,385749,-0.3523184061050415,0.009848382323980331,0.8349097967147827
7916,10431,395800,50.0,37,-37.12,0.52,,,,5.779601097106934,0.000868067,385799,-0.4965958595275879,0.009641350246965885,0.6951808333396912
7917,10432,395850,50.0,37,-37.18,0.52,,,,7.00026798248291,0.0008680503333333334,385849,0.38178062438964844,0.009570605121552944,0.8114553689956665
7918,10433,395900,50.0,37,-37.18,0.52,,,,6.265664100646973,0.0008680336666666667,385899,-0.8660473823547363,0.009526699781417847,0.8400201201438904
7919,10433,395950,50.0,37,-37.22,0.51,,,,5.533667087554932,0.000868017,385949,-0.4074108600616455,0.00959633756428957,0.6809552907943726
7920,10434,396000,50.0,37,-37.42,0.51,,,,6.6393632888793945,0.0008680003333333334,385999,3.1654410362243652,0.009774448350071907,1.1412603855133057
7921,10435,396050,50.0,37,-37.42,0.51,,,,6.243194580078125,0.0008679836666666668,386049,1.2734861373901367,0.010032400488853455,1.1488265991210938
7922,10436,396100,50.0,37,-37.24,0.52,,,,6.119998931884766,0.000867967,386099,0.15548324584960938,0.010230530984699726,0.8795215487480164
7923,10437,396150,50.0,37,-37.4,0.51,,,,5.27906608581543,0.0008679503333333334,386149,-0.8131482601165771,0.010252408683300018,1.7165977954864502
7924,10438,396200,50.0,37,-37.63,0.5,,,,6.468638896942139,0.0008679336666666666,386199,-0.2095419466495514,0.010272114537656307,0.6591758728027344
7925,10439,396250,50.0,37,-37.61,0.5,,,,6.375235080718994,0.0008679170000000001,386249,0.08017261326313019,0.010155635885894299,1.1867153644561768
7926,10439,396300,50.0,37,-37.59,0.5,,,,5.7869110107421875,0.0008679003333333333,386299,-0.060801029205322266,0.009986408986151218,1.376434564590454
7927,10440,396350,50.0,37,-37.59,0.5,,,,5.9226765632629395,0.0008678836666666667,386349,-0.6429872512817383,0.009980753995478153,0.6601920127868652
7928,10441,396400,50.0,37,-37.72,0.49,,,,6.599508762359619,0.0008678669999999999,386399,0.4572898745536804,0.009904216043651104,0.7843383550643921
7929,10442,396450,50.0,37,-37.72,0.49,,,,7.235476016998291,0.0008678503333333334,386449,1.602082371711731,0.0099472152069211,0.5435323119163513
7930,10443,396500,50.0,37,-37.52,0.5,,,,6.290102005004883,0.0008678336666666667,386499,0.6999468803405762,0.009904976934194565,1.4575849771499634
7931,10444,396550,50.0,37,-37.93,0.49,,,,5.718992233276367,0.0008678170000000001,386549,-1.44989812374115,0.009757800959050655,0.8585025072097778
7932,10444,396600,50.0,37,-37.93,0.49,,,,6.797297477722168,0.0008678003333333333,386599,0.36055946350097656,0.00962976273149252,0.6631858348846436
7933,10445,396650,50.0,37,-37.58,0.49,,,,5.230388641357422,0.0008677836666666668,386649,-1.615684151649475,0.009547009132802486,1.5882536172866821
7934,10446,396700,50.0,37,-37.48,0.5,,,,6.0706024169921875,0.000867767,386699,-0.5237352848052979,0.009889072738587856,0.8496718406677246
7935,10447,396750,50.0,37,-37.2,0.51,,,,5.476995468139648,0.0008677503333333334,386749,-1.628214955329895,0.010027321055531502,0.7597587704658508
7936,10448,396800,50.0,37,-37.22,0.5,,,,6.995909690856934,0.0008677336666666666,386799,1.565853238105774,0.01005779579281807,0.807254433631897
7937,10448,396850,50.0,37,-36.92,0.51,,,,5.922479629516602,0.000867717,386849,0.710008978843689,0.00998464785516262,0.7309510707855225
7938,10449,396900,50.0,37,-37.29,0.5,,,,6.631204605102539,0.0008677003333333333,386899,0.30802786350250244,0.009820274077355862,1.0468125343322754
7939,10450,396950,50.0,37,-37.42,0.49,,,,5.914288520812988,0.0008676836666666667,386949,-0.2915220260620117,0.00971075240522623,0.6328516006469727
7940,10451,397000,50.0,37,-37.55,0.48,,,,6.358638763427734,0.000867667,386999,0.1482614278793335,0.009684630669653416,0.6107721328735352
7941,10452,397050,50.0,37,-37.74,0.47,,,,6.40225887298584,0.0008676503333333333,387049,0.8767721056938171,0.009451417252421379,1.2300288677215576
7942,10453,397100,50.0,37,-37.74,0.47,,,,5.837716102600098,0.0008676336666666667,387099,0.6095466017723083,0.009524165652692318,1.0874980688095093
7943,10453,397150,50.0,37,-38.03,0.46,,,,5.64221715927124,0.000867617,387149,1.2134144306182861,0.009706072509288788,0.9238489866256714
7944,10454,397200,50.0,37,-37.77,0.47,,,,6.1262526512146,0.0008676003333333333,387199,0.19910573959350586,0.010169432498514652,0.7851319909095764
7945,10455,397250,50.0,37,-37.91,0.46,,,,6.354548454284668,0.0008675836666666666,387249,1.8577746152877808,0.010453776456415653,1.2823808193206787
7946,10456,397300,50.0,37,-37.93,0.46,,,,6.576326370239258,0.000867567,387299,0.5253164768218994,0.010540148243308067,0.9065357446670532
7947,10457,397350,50.0,37,-38.26,0.45,,,,5.349024772644043,0.0008675503333333333,387349,-1.775007724761963,0.01042900700122118,0.5151240229606628
7948,10458,397400,50.0,37,-38.23,0.45,,,,6.158096790313721,0.0008675336666666666,387399,0.9232152700424194,0.010332089848816395,0.5643423795700073
7949,10458,397450,50.0,38,-38.24,0.45,,,,6.088644027709961,0.000867517,387449,-1.1181155443191528,0.010148442350327969,1.234206199645996
7950,10459,397500,50.0,38,-38.51,0.44,,,,5.506811618804932,0.0008675003333333334,387499,-0.30066999793052673,0.010067527182400227,0.5716683864593506
7951,10460,397550,50.0,38,-38.33,0.45,,,,6.767170429229736,0.0008674836666666667,387549,0.7180120944976807,0.010204435326159,1.707162857055664
7952,10461,397600,50.0,38,-38.18,0.45,,,,5.872006416320801,0.000867467,387599,-0.8315544724464417,0.010362552478909492,0.9722135066986084
7953,10462,397650,50.0,38,-37.83,0.46,,,,6.425121307373047,0.0008674503333333333,387649,-0.4937751293182373,0.01023363322019577,0.7049851417541504
7954,10462,397700,50.0,38,-38.02,0.45,,,,6.182756423950195,0.0008674336666666667,387699,-0.36023974418640137,0.010230296291410923,1.4327365159988403
7955,10463,397750,50.0,38,-38.07,0.45,,,,5.994630336761475,0.000867417,387749,-1.3090057373046875,0.010087276808917522,0.6481183767318726
7956,10464,397800,50.0,38,-37.85,0.46,,,,5.856651782989502,0.0008674003333333333,387799,-0.0964818000793457,0.009851326234638691,1.2838702201843262
7957,10465,397850,50.0,38,-37.47,0.47,,,,6.288135528564453,0.0008673836666666666,387849,0.2798612713813782,0.00969607662409544,0.9849225878715515
7958,10466,397900,50.0,38,-37.5,0.48,,,,6.479550361633301,0.000867367,387899,0.09882748126983643,0.009693288244307041,0.5527220964431763
7959,10467,397950,50.0,38,-37.48,0.49,,,,5.92616081237793,0.0008673503333333334,387949,-1.1484882831573486,0.009679294191300869,0.9682552218437195
7960,10467,398000,50.0,38,-37.74,0.48,,,,6.12446403503418,0.0008673336666666667,387999,1.351670265197754,0.00971486046910286,0.7801851034164429
7961,10468,398050,50.0,38,-37.93,0.47,,,,6.308343410491943,0.000867317,388049,0.16664725542068481,0.009966325014829636,1.3009190559387207
