time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,eval/mean_reward,eval/success_rate,eval/mean_ep_length,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/critic_loss
6230,8154,311500,50.0,38,-41.81,0.34,,,,5.8297319412231445,0.000896167,301499,-1.2460792064666748,0.006454915273934603,0.444180965423584
6231,8155,311550,50.0,38,-41.79,0.34,,,,5.593593120574951,0.0008961503333333334,301549,-0.5057077407836914,0.006495207082480192,0.40299034118652344
6232,8156,311600,50.0,38,-41.82,0.33,,,,5.953409194946289,0.0008961336666666667,301599,1.2966108322143555,0.006489746272563934,0.5898646116256714
6233,8157,311650,50.0,38,-41.57,0.34,,,,5.637820720672607,0.0008961170000000001,301649,-0.8022570610046387,0.0065801022574305534,1.0719810724258423
6234,8158,311700,50.0,38,-41.52,0.35,,,,6.517622470855713,0.0008961003333333333,301699,2.360016345977783,0.0067306156270205975,1.08880615234375
6235,8158,311750,50.0,38,-41.39,0.36,,,,5.880506992340088,0.0008960836666666667,301749,0.38495874404907227,0.006761619355529547,0.5094946622848511
6236,8159,311800,50.0,38,-41.09,0.37,,,,5.951408386230469,0.000896067,301799,0.3633941411972046,0.00668920436874032,0.5240288972854614
6237,8160,311850,50.0,38,-41.03,0.38,,,,5.967653274536133,0.0008960503333333334,301849,1.0902986526489258,0.0066389054991304874,0.6638709306716919
6238,8161,311900,50.0,38,-41.33,0.37,,,,5.8939714431762695,0.0008960336666666666,301899,0.4023536443710327,0.006590360775589943,0.4748092293739319
6239,8162,311950,50.0,38,-41.33,0.37,,,,6.366131782531738,0.0008960169999999999,301949,-0.7546033263206482,0.006781573873013258,1.3216673135757446
6240,8163,312000,50.0,38,-41.18,0.38,,,,6.598702430725098,0.0008960003333333333,301999,3.0380539894104004,0.006760565564036369,0.6484337449073792
6241,8163,312050,50.0,38,-41.18,0.38,,,,6.292975425720215,0.0008959836666666667,302049,2.0846409797668457,0.006665289867669344,0.360945463180542
6242,8164,312100,50.0,38,-40.86,0.39,,,,5.641654014587402,0.000895967,302099,-2.095930337905884,0.006615722551941872,1.1406376361846924
6243,8165,312150,50.0,38,-41.3,0.38,,,,5.778572082519531,0.0008959503333333333,302149,0.013599634170532227,0.006530103739351034,0.3578529357910156
6244,8166,312200,50.0,38,-41.29,0.38,,,,5.441227912902832,0.0008959336666666667,302199,-0.43413305282592773,0.006469916086643934,0.5201157927513123
6245,8167,312250,50.0,38,-41.29,0.38,,,,6.0595479011535645,0.000895917,302249,0.08511567115783691,0.006411905866116285,1.6831581592559814
6246,8168,312300,50.0,38,-41.43,0.37,,,,5.737534999847412,0.0008959003333333333,302299,-0.18091219663619995,0.006448973901569843,0.5102580785751343
6247,8168,312350,50.0,38,-41.11,0.38,,,,6.154508590698242,0.0008958836666666666,302349,0.2105008363723755,0.006660698913037777,0.3867831230163574
6248,8169,312400,50.0,38,-41.12,0.38,,,,5.784588813781738,0.000895867,302399,-0.38412928581237793,0.006761754862964153,0.42330339550971985
6249,8170,312450,50.0,38,-41.02,0.39,,,,5.843293190002441,0.0008958503333333333,302449,1.361510157585144,0.0067296335473656654,0.4954582452774048
6250,8171,312500,50.0,38,-41.02,0.39,,,,5.647659778594971,0.0008958336666666667,302499,0.057074785232543945,0.0065985932014882565,0.7611011266708374
6251,8172,312550,50.0,38,-40.9,0.39,,,,5.587357521057129,0.000895817,302549,-0.45029985904693604,0.006561459507793188,0.5397464632987976
6252,8173,312600,50.0,38,-40.9,0.39,,,,5.317646503448486,0.0008958003333333334,302599,-1.7649412155151367,0.006619051564484835,0.48798906803131104
6253,8173,312650,50.0,38,-40.9,0.39,,,,5.91455078125,0.0008957836666666667,302649,3.2206227779388428,0.006612489931285381,0.6009024381637573
6254,8174,312700,50.0,38,-40.85,0.4,,,,5.795317649841309,0.000895767,302699,-0.7727586030960083,0.006746833212673664,0.4747634530067444
6255,8175,312750,50.0,38,-40.66,0.41,,,,6.272887229919434,0.0008957503333333333,302749,-0.5641003847122192,0.006646513938903809,0.38838016986846924
6256,8176,312800,50.0,38,-40.66,0.41,,,,5.777609348297119,0.0008957336666666667,302799,-0.3742969036102295,0.00654905941337347,0.3484569489955902
6257,8177,312850,50.0,38,-40.66,0.41,,,,5.6825103759765625,0.000895717,302849,0.25418055057525635,0.006505779922008514,0.7435323596000671
6258,8178,312900,50.0,38,-41.0,0.4,,,,5.6041083335876465,0.0008957003333333333,302899,-0.05059313774108887,0.006389923859387636,0.9812393188476562
6259,8178,312950,50.0,38,-40.81,0.41,,,,5.716142177581787,0.0008956836666666666,302949,-0.8957822322845459,0.0063862563110888,0.77234947681427
6260,8179,313000,50.0,38,-40.5,0.42,,,,5.690667152404785,0.0008956670000000001,302999,-0.6417602300643921,0.006450069136917591,0.3829548954963684
6261,8180,313050,50.0,38,-40.52,0.41,,,,6.064266204833984,0.0008956503333333334,303049,1.2389527559280396,0.006366275250911713,0.48581135272979736
6262,8181,313100,50.0,38,-40.52,0.41,,,,5.936034679412842,0.0008956336666666667,303099,-0.02740299701690674,0.00631902739405632,1.1882315874099731
6263,8182,313150,50.0,38,-40.68,0.4,,,,5.507652282714844,0.000895617,303149,-0.07893717288970947,0.006428704597055912,0.3800012767314911
6264,8182,313200,50.0,38,-40.64,0.4,,,,5.3769731521606445,0.0008956003333333334,303199,0.12364637851715088,0.00642535462975502,1.3543915748596191
6265,8183,313250,50.0,38,-40.64,0.4,,,,5.94549036026001,0.0008955836666666667,303249,-0.8411252498626709,0.006415254902094603,0.4050540626049042
6266,8184,313300,50.0,38,-40.81,0.4,,,,6.283854007720947,0.000895567,303299,-0.27939534187316895,0.006330038886517286,0.47335243225097656
6267,8185,313350,50.0,38,-40.54,0.41,,,,6.057526588439941,0.0008955503333333333,303349,1.8297592401504517,0.006382594350725412,1.0731191635131836
6268,8186,313400,50.0,38,-40.67,0.4,,,,5.81550407409668,0.0008955336666666666,303399,1.5008097887039185,0.006533794105052948,0.5692213177680969
6269,8187,313450,50.0,38,-40.68,0.4,,,,5.813801288604736,0.0008955170000000001,303449,1.9637646675109863,0.0067967441864311695,0.3933020234107971
6270,8188,313500,50.0,38,-40.69,0.4,,,,6.025666236877441,0.0008955003333333334,303499,0.6161471605300903,0.006926655303686857,0.6568169593811035
6271,8188,313550,50.0,38,-40.81,0.39,,,,6.278093338012695,0.0008954836666666667,303549,0.7815558910369873,0.0071212491020560265,0.5654484033584595
6272,8189,313600,50.0,38,-41.01,0.39,,,,5.4487810134887695,0.000895467,303599,-1.5466670989990234,0.007226614747196436,0.36065220832824707
6273,8190,313650,50.0,38,-41.17,0.38,,,,5.78008508682251,0.0008954503333333334,303649,1.568664312362671,0.007343943230807781,0.4727787375450134
6274,8191,313700,50.0,38,-41.21,0.38,,,,5.758584022521973,0.0008954336666666667,303699,-0.6786199808120728,0.007315011229366064,0.5514184236526489
6275,8192,313750,50.0,38,-41.18,0.39,,,,5.886466026306152,0.000895417,303749,-0.19691169261932373,0.007224051281809807,1.3659453392028809
6276,8193,313800,50.0,38,-41.45,0.38,,,,6.078558921813965,0.0008954003333333333,303799,-0.22018414735794067,0.007309749722480774,0.5661523342132568
6277,8193,313850,50.0,38,-41.45,0.38,,,,5.993374824523926,0.0008953836666666667,303849,-0.5173603296279907,0.007175089791417122,0.8316186666488647
6278,8194,313900,50.0,38,-41.68,0.37,,,,5.763004779815674,0.000895367,303899,0.6017003059387207,0.006923893932253122,0.45729759335517883
6279,8195,313950,50.0,38,-41.93,0.36,,,,5.732538223266602,0.0008953503333333334,303949,-0.3688321113586426,0.006882603280246258,0.41369181871414185
6280,8196,314000,50.0,38,-41.93,0.36,,,,5.2395477294921875,0.0008953336666666668,303999,1.2416410446166992,0.006872924976050854,1.395552635192871
6281,8197,314050,50.0,38,-41.61,0.37,,,,5.9307050704956055,0.0008953170000000001,304049,0.5559499263763428,0.006879040040075779,0.7554988861083984
6282,8198,314100,50.0,38,-41.51,0.38,,,,5.972407341003418,0.0008953003333333334,304099,0.19204461574554443,0.00682417955249548,1.0549179315567017
6283,8198,314150,50.0,38,-41.52,0.38,,,,5.292625427246094,0.0008952836666666667,304149,-0.5704319477081299,0.006729091517627239,0.48237916827201843
6284,8199,314200,50.0,38,-41.53,0.38,,,,6.071963787078857,0.000895267,304199,0.2296501100063324,0.006571159698069096,0.7396665215492249
6285,8200,314250,50.0,38,-41.53,0.38,,,,5.461425304412842,0.0008952503333333334,304249,-0.35211920738220215,0.006451111752539873,0.699953556060791
6286,8201,314300,50.0,38,-41.34,0.39,,,,5.356456279754639,0.0008952336666666667,304299,-0.2392054796218872,0.006497933529317379,0.6792199611663818
6287,8202,314350,50.0,38,-41.49,0.39,,,,5.976116180419922,0.000895217,304349,2.183347702026367,0.006745093036442995,0.47821158170700073
6288,8203,314400,50.0,38,-41.54,0.38,,,,6.288000106811523,0.0008952003333333333,304399,2.1964383125305176,0.0069825961254537106,0.48137903213500977
6289,8203,314450,50.0,38,-41.76,0.38,,,,5.978305816650391,0.0008951836666666668,304449,0.5428290367126465,0.007194507867097855,1.1436872482299805
6290,8204,314500,50.0,38,-41.75,0.38,,,,5.616362571716309,0.0008951670000000001,304499,0.6929113864898682,0.007300188299268484,0.7207498550415039
6291,8205,314550,50.0,38,-41.55,0.39,,,,5.464327335357666,0.0008951503333333334,304549,-1.440676212310791,0.007336802314966917,0.40234360098838806
6292,8206,314600,50.0,38,-41.55,0.39,,,,5.755581855773926,0.0008951336666666667,304599,-0.01893484592437744,0.007298538461327553,0.3240359127521515
6293,8207,314650,50.0,38,-41.67,0.39,,,,5.708805084228516,0.000895117,304649,-2.5699808597564697,0.007302802987396717,0.6467539072036743
6294,8208,314700,50.0,38,-41.65,0.39,,,,5.734150409698486,0.0008951003333333334,304699,-0.5012004375457764,0.0072365389205515385,0.4455387592315674
6295,8208,314750,50.0,38,-41.33,0.4,,,,5.654869079589844,0.0008950836666666666,304749,0.14611798524856567,0.007270174566656351,0.31588035821914673
6296,8209,314800,50.0,38,-41.3,0.41,,,,5.921109676361084,0.000895067,304799,-1.6910560131072998,0.007255721837282181,0.46591463685035706
6297,8210,314850,50.0,38,-41.57,0.4,,,,6.017833709716797,0.0008950503333333333,304849,1.59003484249115,0.007148804143071175,0.8366853594779968
6298,8211,314900,50.0,38,-41.45,0.4,,,,6.529727935791016,0.0008950336666666668,304899,0.16034197807312012,0.007103187032043934,0.40390318632125854
6299,8212,314950,50.0,38,-41.19,0.41,,,,6.026281833648682,0.000895017,304949,1.0669596195220947,0.0069889952428638935,0.5170210599899292
,,315000,,,,,-40.82,0.35,50.0,6.585631847381592,0.0008950003333333333,304999,1.3192501068115234,0.006892205681651831,0.695661187171936
6300,8262,315000,50.0,38,-40.86,0.42,,,,,,,,,
6301,8263,315050,50.0,38,-40.86,0.42,,,,5.9177751541137695,0.0008949836666666667,305049,0.8397860527038574,0.006862828973680735,0.7142046689987183
6302,8264,315100,50.0,38,-40.84,0.42,,,,6.143644332885742,0.000894967,305099,1.8877053260803223,0.007036787457764149,0.4514271020889282
6303,8265,315150,50.0,38,-40.51,0.43,,,,5.604840278625488,0.0008949503333333333,305149,0.3537520170211792,0.007243508938699961,0.42650899291038513
6304,8266,315200,50.0,38,-40.51,0.43,,,,5.58447265625,0.0008949336666666666,305199,-0.9643297791481018,0.0073277573101222515,1.1587754487991333
6305,8267,315250,50.0,38,-40.51,0.43,,,,5.635239601135254,0.000894917,305249,-1.2147576808929443,0.007236856501549482,0.8750597238540649
6306,8268,315300,50.0,38,-40.55,0.43,,,,5.72065544128418,0.0008949003333333333,305299,-0.969105064868927,0.007187400013208389,0.4074365496635437
6307,8268,315350,50.0,38,-40.4,0.44,,,,5.435610294342041,0.0008948836666666666,305349,1.4307572841644287,0.007066282909363508,0.43363600969314575
6308,8269,315400,50.0,38,-40.41,0.44,,,,5.745426177978516,0.000894867,305399,-0.49951672554016113,0.007028758991509676,0.42150795459747314
6309,8270,315450,50.0,38,-40.41,0.44,,,,6.012638568878174,0.0008948503333333334,305449,-0.015067577362060547,0.006989395245909691,0.5621271133422852
6310,8271,315500,50.0,38,-40.07,0.45,,,,6.085352897644043,0.0008948336666666667,305499,-0.9066345691680908,0.0069668288342654705,0.7715997695922852
6311,8272,315550,50.0,38,-39.8,0.46,,,,6.0757341384887695,0.000894817,305549,0.23669195175170898,0.006919276900589466,0.4188035726547241
6312,8273,315600,50.0,38,-39.79,0.46,,,,5.872024059295654,0.0008948003333333333,305599,1.3085895776748657,0.006929380353540182,1.210242748260498
6313,8273,315650,50.0,38,-40.12,0.45,,,,6.001857757568359,0.0008947836666666667,305649,0.565919041633606,0.006987769156694412,0.31593289971351624
6314,8274,315700,50.0,38,-40.12,0.45,,,,5.930015563964844,0.000894767,305699,-0.433063268661499,0.00704828230664134,0.9669061303138733
6315,8275,315750,50.0,38,-39.87,0.45,,,,5.475653648376465,0.0008947503333333333,305749,0.22923612594604492,0.007156655192375183,0.5707088708877563
6316,8276,315800,50.0,38,-40.1,0.45,,,,5.924599647521973,0.0008947336666666666,305799,1.3626477718353271,0.0072678690776228905,0.335659921169281
6317,8277,315850,50.0,38,-40.33,0.45,,,,5.751588821411133,0.000894717,305849,0.649029016494751,0.007379844319075346,0.6956741213798523
6318,8277,315900,50.0,38,-40.69,0.44,,,,5.793191909790039,0.0008947003333333334,305899,-2.048351287841797,0.007439115084707737,0.29121941328048706
6319,8278,315950,50.0,38,-40.72,0.44,,,,5.846500396728516,0.0008946836666666667,305949,0.1452929973602295,0.00745203485712409,0.33327198028564453
6320,8279,316000,50.0,38,-40.85,0.43,,,,6.071412086486816,0.000894667,305999,-0.6294136047363281,0.007503751665353775,0.507629930973053
6321,8280,316050,50.0,38,-40.86,0.43,,,,5.455538749694824,0.0008946503333333334,306049,0.08065783977508545,0.007403342053294182,1.4167993068695068
6322,8281,316100,50.0,38,-41.36,0.42,,,,5.1660380363464355,0.0008946336666666667,306099,-2.872546672821045,0.007298977114260197,0.530600368976593
6323,8282,316150,50.0,38,-41.5,0.42,,,,5.589097023010254,0.000894617,306149,-1.0967971086502075,0.007263867650181055,0.4605141282081604
6324,8282,316200,50.0,38,-41.74,0.41,,,,5.972552299499512,0.0008946003333333333,306199,0.09886828064918518,0.0070170084945857525,0.46383318305015564
6325,8283,316250,50.0,38,-41.82,0.4,,,,5.770607948303223,0.0008945836666666667,306249,-0.8852183818817139,0.0068817138671875,0.47152116894721985
6326,8284,316300,50.0,38,-41.98,0.39,,,,5.646701812744141,0.000894567,306299,-0.48599767684936523,0.006825897842645645,0.510183572769165
6327,8285,316350,50.0,38,-41.68,0.4,,,,5.696802139282227,0.0008945503333333334,306349,-1.007920265197754,0.0067774392664432526,0.687699556350708
6328,8286,316400,50.0,38,-41.38,0.41,,,,5.861613750457764,0.0008945336666666667,306399,-0.39395177364349365,0.006821572780609131,0.7502948045730591
6329,8287,316450,50.0,38,-41.4,0.4,,,,5.907346725463867,0.0008945170000000001,306449,-0.022073030471801758,0.006929988041520119,0.8071167469024658
6330,8287,316500,50.0,38,-41.28,0.4,,,,5.70016622543335,0.0008945003333333334,306499,1.211410403251648,0.006906859576702118,0.8301845192909241
6331,8288,316550,50.0,38,-41.3,0.4,,,,5.645534515380859,0.0008944836666666667,306549,-0.5410556793212891,0.006932761054486036,1.091519832611084
6332,8289,316600,50.0,38,-41.29,0.4,,,,6.204686641693115,0.000894467,306599,1.0896990299224854,0.006946309003978968,0.4060114026069641
6333,8290,316650,50.0,38,-41.54,0.39,,,,5.586045265197754,0.0008944503333333334,306649,-0.5703567862510681,0.0069979955442249775,0.7275060415267944
6334,8291,316700,50.0,38,-41.59,0.38,,,,6.051551818847656,0.0008944336666666667,306699,0.1864389181137085,0.006939816288650036,0.5382827520370483
6335,8292,316750,50.0,38,-41.72,0.37,,,,5.600776672363281,0.000894417,306749,0.41215479373931885,0.006942517124116421,0.6165319681167603
6336,8292,316800,50.0,38,-41.85,0.37,,,,5.09221887588501,0.0008944003333333333,306799,0.969475507736206,0.007057016249746084,0.7282916307449341
6337,8293,316850,50.0,38,-41.85,0.37,,,,5.153500556945801,0.0008943836666666668,306849,-2.07669734954834,0.007144932635128498,0.8170309662818909
6338,8294,316900,50.0,38,-41.85,0.37,,,,5.83677339553833,0.0008943670000000001,306899,-1.141564965248108,0.007057510782033205,0.6972705125808716
6339,8295,316950,50.0,38,-41.85,0.37,,,,5.36370849609375,0.0008943503333333334,306949,-0.6157841682434082,0.007020669989287853,0.7046638131141663
6340,8296,317000,50.0,38,-41.89,0.37,,,,5.708390235900879,0.0008943336666666667,306999,-0.2647820711135864,0.007092735264450312,0.44715288281440735
6341,8297,317050,50.0,38,-41.88,0.37,,,,5.407468795776367,0.000894317,307049,-1.2114256620407104,0.007169686257839203,0.5640283823013306
6342,8297,317100,50.0,38,-41.88,0.37,,,,5.738178253173828,0.0008943003333333334,307099,-0.1688186526298523,0.007329690270125866,0.7518332004547119
6343,8298,317150,50.0,38,-41.88,0.37,,,,5.984728813171387,0.0008942836666666667,307149,-1.3949226140975952,0.007486928720027208,0.6479123830795288
6344,8299,317200,50.0,38,-41.89,0.37,,,,5.73197078704834,0.000894267,307199,-1.2142064571380615,0.0074119712226092815,0.5051097869873047
6345,8300,317250,50.0,38,-41.89,0.37,,,,6.021899700164795,0.0008942503333333333,307249,-1.61240816116333,0.0071990275755524635,0.3373236656188965
6346,8301,317300,50.0,38,-41.49,0.38,,,,5.713298797607422,0.0008942336666666667,307299,0.6516938209533691,0.007079280912876129,1.6692771911621094
6347,8302,317350,50.0,38,-41.82,0.37,,,,5.579525470733643,0.0008942170000000001,307349,-2.4242568016052246,0.0068893274292349815,0.7944708466529846
6348,8302,317400,50.0,38,-41.81,0.37,,,,5.771426200866699,0.0008942003333333334,307399,1.8053257465362549,0.006668627727776766,0.7428107261657715
6349,8303,317450,50.0,38,-41.57,0.37,,,,5.69019079208374,0.0008941836666666667,307449,-0.1535184383392334,0.006657513789832592,0.54142165184021
6350,8304,317500,50.0,38,-41.56,0.38,,,,5.707554817199707,0.0008941670000000001,307499,1.9298598766326904,0.006698991172015667,0.4903327226638794
6351,8305,317550,50.0,38,-41.84,0.37,,,,5.461664199829102,0.0008941503333333334,307549,-1.119178056716919,0.006866376847028732,1.079662799835205
6352,8306,317600,50.0,38,-41.84,0.37,,,,5.718491554260254,0.0008941336666666666,307599,1.803609848022461,0.00694079278036952,0.8448987603187561
6353,8306,317650,50.0,38,-41.98,0.36,,,,5.934379577636719,0.000894117,307649,-0.16765999794006348,0.00717746140435338,0.5104384422302246
6354,8307,317700,50.0,38,-42.03,0.35,,,,5.474730491638184,0.0008941003333333333,307699,1.0023998022079468,0.007164047099649906,0.5011574029922485
6355,8308,317750,50.0,38,-42.12,0.35,,,,5.486439228057861,0.0008940836666666667,307749,-0.3682442009449005,0.00741640105843544,0.4025629162788391
6356,8309,317800,50.0,38,-41.74,0.36,,,,5.814384460449219,0.000894067,307799,0.2160888910293579,0.007335253059864044,0.937717616558075
6357,8310,317850,50.0,38,-41.59,0.37,,,,5.906876564025879,0.0008940503333333334,307849,0.2185971736907959,0.007241923827677965,0.3979124128818512
6358,8311,317900,50.0,38,-41.09,0.38,,,,6.1537652015686035,0.0008940336666666667,307899,0.5542585849761963,0.0071385204792022705,0.9564769268035889
6359,8311,317950,50.0,38,-41.28,0.37,,,,6.2910566329956055,0.0008940170000000001,307949,-0.3924010396003723,0.0070741442032158375,0.5700901746749878
6360,8312,318000,50.0,38,-41.6,0.36,,,,5.918354511260986,0.0008940003333333333,307999,1.0267369747161865,0.007082309108227491,1.06974458694458
6361,8313,318050,50.0,38,-41.44,0.37,,,,6.243307113647461,0.0008939836666666666,308049,-0.48639923334121704,0.006949250586330891,0.48663562536239624
6362,8314,318100,50.0,38,-41.34,0.37,,,,5.7397589683532715,0.000893967,308099,-0.36452269554138184,0.006908878684043884,0.3335702419281006
6363,8315,318150,50.0,38,-41.35,0.37,,,,6.376315116882324,0.0008939503333333333,308149,0.9744001030921936,0.006868469528853893,0.5595024228096008
6364,8316,318200,50.0,38,-41.09,0.37,,,,5.885885238647461,0.0008939336666666666,308199,1.3262072801589966,0.006929179187864065,0.4309656023979187
6365,8316,318250,50.0,38,-40.77,0.38,,,,5.760478973388672,0.0008939169999999999,308249,1.9439021348953247,0.007038381416350603,0.5193835496902466
6366,8317,318300,50.0,38,-40.72,0.37,,,,5.737100601196289,0.0008939003333333334,308299,0.6067759394645691,0.0070929923094809055,0.5910515189170837
6367,8318,318350,50.0,38,-40.99,0.36,,,,5.883731842041016,0.0008938836666666667,308349,0.27228808403015137,0.007190704345703125,0.5383682250976562
6368,8319,318400,50.0,38,-40.99,0.36,,,,5.386876583099365,0.000893867,308399,-0.9145361185073853,0.00719446362927556,0.6565369963645935
6369,8320,318450,50.0,38,-40.69,0.37,,,,6.2749528884887695,0.0008938503333333333,308449,0.07939612865447998,0.0070767831057310104,1.0307999849319458
6370,8321,318500,50.0,38,-40.69,0.37,,,,5.917547225952148,0.0008938336666666667,308499,0.7513241767883301,0.007026101928204298,0.740990400314331
6371,8321,318550,50.0,38,-40.64,0.38,,,,6.067965507507324,0.000893817,308549,0.19778704643249512,0.006925499066710472,0.44378161430358887
6372,8322,318600,50.0,38,-40.37,0.38,,,,5.674360275268555,0.0008938003333333333,308599,-0.5488741397857666,0.006894358433783054,0.4921875
6373,8323,318650,50.0,38,-40.37,0.38,,,,5.855119228363037,0.0008937836666666666,308649,-0.4597179889678955,0.007063159719109535,0.7559573650360107
6374,8324,318700,50.0,38,-40.37,0.38,,,,5.687884330749512,0.000893767,308699,-0.5355675220489502,0.007162701338529587,0.529085636138916
6375,8325,318750,50.0,38,-40.4,0.37,,,,6.269258975982666,0.0008937503333333333,308749,0.758387565612793,0.007258725818246603,0.6781390905380249
6376,8326,318800,50.0,38,-40.34,0.37,,,,6.357617378234863,0.0008937336666666667,308799,-0.0750012993812561,0.007302426733076572,0.3296148180961609
6377,8326,318850,50.0,38,-40.33,0.38,,,,6.397576332092285,0.000893717,308849,1.7380303144454956,0.007405061740428209,0.9293926358222961
6378,8327,318900,50.0,38,-40.18,0.39,,,,5.351256847381592,0.0008937003333333334,308899,-1.1536600589752197,0.007447569165378809,1.127156376838684
6379,8328,318950,50.0,38,-40.18,0.39,,,,5.856081485748291,0.0008936836666666667,308949,-0.14058828353881836,0.007368504069745541,0.4549911618232727
6380,8329,319000,50.0,38,-40.5,0.38,,,,5.8430495262146,0.000893667,308999,0.12702202796936035,0.007241184823215008,0.8553361296653748
6381,8330,319050,50.0,38,-40.58,0.38,,,,5.361747741699219,0.0008936503333333333,309049,1.4298433065414429,0.007292656227946281,0.6058945655822754
6382,8331,319100,50.0,38,-40.85,0.37,,,,5.572595596313477,0.0008936336666666667,309099,-0.7287740707397461,0.007229916751384735,0.620240330696106
6383,8331,319150,50.0,38,-40.86,0.37,,,,5.7308349609375,0.000893617,309149,1.9102414846420288,0.0071509825065732,1.1153700351715088
6384,8332,319200,50.0,38,-40.85,0.37,,,,5.846153259277344,0.0008936003333333333,309199,0.36893773078918457,0.007218707352876663,0.5644875764846802
6385,8333,319250,50.0,38,-40.55,0.38,,,,6.0687761306762695,0.0008935836666666667,309249,0.8556598424911499,0.007139837834984064,1.6722297668457031
6386,8334,319300,50.0,38,-40.49,0.38,,,,5.872568130493164,0.0008935670000000001,309299,2.4210453033447266,0.007247806992381811,0.7143146991729736
6387,8335,319350,50.0,38,-40.48,0.38,,,,5.70384407043457,0.0008935503333333334,309349,0.21181070804595947,0.007342177908867598,0.7696363925933838
6388,8336,319400,50.0,38,-40.48,0.38,,,,5.753251552581787,0.0008935336666666667,309399,-0.4988694190979004,0.007448588497936726,0.5419924259185791
6389,8336,319450,50.0,38,-40.51,0.37,,,,6.283017635345459,0.000893517,309449,1.2166085243225098,0.007350683677941561,0.4788317382335663
6390,8337,319500,50.0,38,-40.21,0.38,,,,5.760605335235596,0.0008935003333333334,309499,-0.7413731813430786,0.007350434549152851,0.6826239228248596
6391,8338,319550,50.0,38,-40.18,0.38,,,,5.764575004577637,0.0008934836666666667,309549,-0.7078834772109985,0.007384367287158966,0.5822837352752686
6392,8339,319600,50.0,38,-40.14,0.38,,,,6.188735008239746,0.000893467,309599,0.16786569356918335,0.007370826788246632,0.6008491516113281
6393,8340,319650,50.0,38,-40.36,0.37,,,,5.407787322998047,0.0008934503333333333,309649,0.08417916297912598,0.00730188749730587,1.5959017276763916
6394,8341,319700,50.0,38,-40.38,0.37,,,,5.093436241149902,0.0008934336666666667,309699,-0.35959887504577637,0.007368784863501787,1.003693699836731
6395,8341,319750,50.0,38,-40.7,0.36,,,,6.132235050201416,0.0008934170000000001,309749,-1.0303694009780884,0.007470727898180485,0.5140300989151001
6396,8342,319800,50.0,38,-40.72,0.35,,,,5.4957380294799805,0.0008934003333333334,309799,-0.20514070987701416,0.007537561934441328,1.113103985786438
6397,8343,319850,50.0,38,-40.74,0.35,,,,5.829342842102051,0.0008933836666666667,309849,0.8637638092041016,0.007338257972151041,0.5855592489242554
6398,8344,319900,50.0,38,-41.03,0.34,,,,5.804755210876465,0.0008933670000000001,309899,0.31700050830841064,0.0071543315425515175,0.8756418228149414
6399,8345,319950,50.0,38,-41.29,0.33,,,,5.533585548400879,0.0008933503333333334,309949,-1.1766819953918457,0.006994800176471472,0.5315861701965332
,,320000,,,,,-39.61,0.44,50.0,6.027953624725342,0.0008933336666666667,309999,-0.1401839256286621,0.006882642395794392,0.8068592548370361
6400,8396,320000,50.0,38,-41.61,0.32,,,,,,,,,
6401,8399,320050,50.0,38,-41.61,0.32,,,,5.990235328674316,0.000893317,310049,1.5488829612731934,0.006820916198194027,0.4881238639354706
6402,8399,320100,50.0,38,-41.63,0.32,,,,5.456068515777588,0.0008933003333333333,310099,-0.4934040904045105,0.006870729848742485,0.9192706346511841
6403,8400,320150,50.0,38,-41.8,0.32,,,,6.334207057952881,0.0008932836666666667,310149,2.185366153717041,0.00695780199021101,0.46658337116241455
6404,8401,320200,50.0,38,-41.76,0.33,,,,5.9386749267578125,0.000893267,310199,0.6178913116455078,0.007075679488480091,0.7008129954338074
6405,8402,320250,50.0,38,-41.46,0.34,,,,5.554172515869141,0.0008932503333333334,310249,-0.3805115222930908,0.007206040900200605,0.8026808500289917
6406,8403,320300,50.0,38,-41.34,0.34,,,,6.088299751281738,0.0008932336666666668,310299,0.3822028636932373,0.007286000065505505,0.7142745852470398
6407,8404,320350,50.0,38,-41.49,0.33,,,,6.1327223777771,0.0008932170000000001,310349,2.0915961265563965,0.0072543383575975895,0.8403905630111694
6408,8404,320400,50.0,38,-41.49,0.33,,,,6.185310363769531,0.0008932003333333334,310399,-0.4532895088195801,0.007120074238628149,0.43098828196525574
6409,8405,320450,50.0,38,-41.14,0.34,,,,5.310253143310547,0.0008931836666666667,310449,-1.9517885446548462,0.006997611839324236,0.39915233850479126
6410,8406,320500,50.0,38,-41.31,0.34,,,,5.5621562004089355,0.000893167,310499,-0.31229066848754883,0.007012118585407734,1.1226483583450317
6411,8407,320550,50.0,38,-41.54,0.34,,,,5.632897853851318,0.0008931503333333334,310549,-0.26564884185791016,0.00693995226174593,0.636603057384491
6412,8408,320600,50.0,38,-41.55,0.34,,,,6.238635063171387,0.0008931336666666667,310599,1.743760108947754,0.006835411302745342,0.4145435690879822
6413,8408,320650,50.0,38,-41.53,0.34,,,,6.487072467803955,0.0008931169999999999,310649,-0.447162389755249,0.006779256276786327,0.5087313652038574
6414,8409,320700,50.0,38,-41.49,0.34,,,,6.070633888244629,0.0008931003333333335,310699,1.2479422092437744,0.006821316201239824,0.8204405307769775
